# artifact: hven IPQP E1 acceptance arm (M6 W1 T10, spec section 8 A4/Q4/A13/A14)
# producer: bench/ipqp_e1_arm.cpp (hven_sqp_ipqp_e1_arm)
# git describe: a142a1380890-dirty
# mode: mu-sweep
# date (UTC): 2026-09-01T13:27:39Z
# MKL_NUM_THREADS: 1
# OMP_NUM_THREADS: 1
# cell recipe: docs/notes/data/2026-08-m6-e1-acquisition/generator/e1_generate.cpp
# PIQP: NEVER run, linked or read as source here; its committed CSVs are the
#       oracle this arm is compared against (CLAUDE.md section 6).
# family: e1 = tier-direct A4 cell; hs/corpus = SqpDriver under kIpm;
# indefinite = tier-direct nonconvex QP fixture.
mu,family,id,status,wall_s,ipqp_iters,ipqp_factorizations,ipqp_symbolic_analyses,ipqp_solves,ipqp_pattern_verifies,ipqp_rho_demanded_max,ipqp_rho_demanded_last,ipqp_inertia_retries,ipqp_iters_at_elevated_rho,ipqp_ladder_reclimbs,ipqp_pivot_reroute_primal,ipqp_pivot_reroute_dual_fallback,ipqp_iters_ladder_armed_no_advance,ipqp_final_inertia_read,ipqp_reg_decreases,ipqp_reg_increases,ipqp_prox_center_updates,ipqp_restart_repairs,ipqp_restart_shift_max,ipqp_mu_adopted,ipqp_warm_restart_abandoned,ipqp_declined_pinned,ipqp_tier_retired_after,ipqp_face_uncertain,ipqp_refine_accepted,ipqp_refine_refused,ipqp_to_refine,ipqp_to_ssn,ipqp_to_walk,ipqp_escapes,ipqp_escape_budget,ipqp_escape_stall,ipqp_escape_indefinite,ipqp_escape_numerical,ipqp_escape_infeasible_suspect,ipqp_alpha_p_min,ipqp_alpha_d_min,ipqp_read_kept_tight_sides,ipqp_read_barrier_noise_sides
1.000000e-01,e1,e1_f7_n20000_af30_m1e-2,optimal,5.211932e+00,49,50,1,98,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028762e-01,3.216908e-03,0,0
1.000000e+00,e1,e1_f7_n20000_af30_m1e-2,optimal,4.963017e+00,47,48,1,94,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.773912e-02,6.242954e-03,0,0
1.000000e-03,e1,e1_f7_n20000_af30_m1e-4,optimal,2.539819e+00,22,23,1,44,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,10,0,10,0,0.000000e+00,0,0,0,0,4453,0,0,0,0,0,0,0,0,0,0,0,1.452373e-01,2.046829e-02,0,0
1.000000e-02,e1,e1_f7_n20000_af30_m1e-4,optimal,1.965510e+00,16,17,1,32,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,10,0,10,0,0.000000e+00,0,0,0,0,4656,0,0,0,0,0,0,0,0,0,0,0,3.591714e-01,1.480260e-01,0,0
1.000000e-01,e1,e1_f7_n20000_af30_m1e-4,optimal,6.063656e+00,58,59,1,116,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,4836,0,0,0,0,0,0,0,0,0,0,0,5.693875e-02,1.416554e-03,0,0
1.000000e+00,e1,e1_f7_n20000_af30_m1e-4,optimal,5.229011e+00,50,51,1,100,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,4511,0,0,0,0,0,0,0,0,0,0,0,5.625007e-02,6.300630e-03,0,0
1.000000e-03,e1,e1_f7_n20000_af30_m1e-6,optimal,2.334976e+00,20,21,1,40,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,11,0,11,0,0.000000e+00,0,0,0,0,6611,0,0,0,0,0,0,0,0,0,0,0,1.536794e-01,1.417263e-01,0,0
1.000000e-02,e1,e1_f7_n20000_af30_m1e-6,optimal,8.624591e+00,85,86,1,170,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,8245,0,0,0,0,0,0,0,0,0,0,0,3.246759e-02,1.890527e-03,0,0
1.000000e-01,e1,e1_f7_n20000_af30_m1e-6,optimal,8.242287e+00,81,82,1,162,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,7344,0,0,0,0,0,0,0,0,0,0,0,4.653404e-02,1.959037e-03,0,0
1.000000e+00,e1,e1_f7_n20000_af30_m1e-6,optimal,3.560161e+00,33,34,1,66,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,10,0,10,0,0.000000e+00,0,0,0,0,7364,0,0,0,0,0,0,0,0,0,0,0,1.092103e-01,6.189131e-03,0,0
1.000000e-03,e1,e1_anchor_f7_n20000_bound_neutral,optimal,1.221217e+00,10,11,1,20,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,7,0,7,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000e+00,9.950008e-01,0,0
1.000000e-02,e1,e1_anchor_f7_n20000_bound_neutral,optimal,1.300338e+00,11,12,1,22,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,7,0,7,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000e+00,9.950001e-01,0,0
1.000000e-01,e1,e1_anchor_f7_n20000_bound_neutral,optimal,1.223383e+00,10,11,1,20,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,7,0,7,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000e+00,9.930128e-01,0,0
1.000000e+00,e1,e1_anchor_f7_n20000_bound_neutral,optimal,1.904240e+00,18,19,1,36,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,7,0,7,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.953999e-01,3.598266e-02,0,0
1.000000e-03,e1,e1_anchor_f7_n20000_path_neutral,optimal,1.220396e+00,10,11,1,20,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,7,0,7,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000e+00,9.950003e-01,0,0
1.000000e-02,e1,e1_anchor_f7_n20000_path_neutral,optimal,1.297840e+00,11,12,1,22,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,7,0,7,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000e+00,9.950001e-01,0,0
1.000000e-01,e1,e1_anchor_f7_n20000_path_neutral,optimal,1.298015e+00,11,12,1,22,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,7,0,7,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000e+00,9.929984e-01,0,0
1.000000e+00,e1,e1_anchor_f7_n20000_path_neutral,optimal,1.827516e+00,17,18,1,34,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,7,0,7,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.951812e-01,1.007869e-02,0,0
1.000000e-03,e1,e1blk_f7_n20000_af01_m1e-2,optimal,3.473528e+00,32,33,1,64,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,9,0,9,0,0.000000e+00,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,1.867114e-01,5.249616e-03,0,0
1.000000e-02,e1,e1blk_f7_n20000_af01_m1e-2,optimal,2.940869e+00,26,27,1,52,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3.125221e-01,2.443962e-02,0,0
1.000000e-01,e1,e1blk_f7_n20000_af01_m1e-2,optimal,7.194537e+00,70,71,1,140,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4.305263e-03,3.555850e-05,0,0
1.000000e+00,e1,e1blk_f7_n20000_af01_m1e-2,optimal,4.845833e+00,46,47,1,92,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.578821e-02,2.716059e-03,0,0
1.000000e-03,e1,e1blk_f7_n20000_af01_m1e-4,optimal,2.721238e+00,24,25,1,48,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,10,0,10,0,0.000000e+00,0,0,0,0,3566,0,0,0,0,0,0,0,0,0,0,0,1.708749e-01,6.143223e-02,0,0
1.000000e-02,e1,e1blk_f7_n20000_af01_m1e-4,optimal,2.535969e+00,22,23,1,44,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,3025,0,0,0,0,0,0,0,0,0,0,0,3.652751e-01,3.794728e-02,0,0
1.000000e-01,e1,e1blk_f7_n20000_af01_m1e-4,optimal,9.342232e+00,92,93,1,184,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,1.184263e-02,1.249210e-04,0,0
1.000000e+00,e1,e1blk_f7_n20000_af01_m1e-4,optimal,8.520731e+00,84,85,1,168,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,6.332812e-03,1.557960e-05,0,0
1.000000e-03,e1,e1blk_f7_n20000_af01_m1e-6,optimal,3.094616e+00,28,29,1,56,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,10,0,10,0,0.000000e+00,0,0,0,0,4435,0,0,0,0,0,0,0,0,0,0,0,1.403998e-01,7.379436e-02,0,0
1.000000e-02,e1,e1blk_f7_n20000_af01_m1e-6,optimal,2.352183e+00,20,21,1,40,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,9,0,9,0,0.000000e+00,0,0,0,0,4706,0,0,0,0,0,0,0,0,0,0,0,2.815751e-01,1.550480e-01,0,0
1.000000e-01,e1,e1blk_f7_n20000_af01_m1e-6,optimal,5.844130e+00,56,57,1,112,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,3215,0,0,0,0,0,0,0,0,0,0,0,1.257433e-01,1.749633e-04,0,0
1.000000e+00,e1,e1blk_f7_n20000_af01_m1e-6,optimal,4.537982e+00,43,44,1,86,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,9,0,9,0,0.000000e+00,0,0,0,0,4612,0,0,0,0,0,0,0,0,0,0,0,9.859123e-02,2.639449e-04,0,0
1.000000e-03,e1,e1blk_f7_n20000_af10_m1e-2,optimal,2.321698e+00,20,21,1,40,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1.372057e-01,2.479478e-02,0,0
1.000000e-02,e1,e1blk_f7_n20000_af10_m1e-2,optimal,2.449107e+00,21,22,1,42,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,9,0,9,0,0.000000e+00,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,2.535697e-01,8.993840e-02,0,0
1.000000e-01,e1,e1blk_f7_n20000_af10_m1e-2,optimal,6.425333e+00,62,63,1,124,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2.557318e-02,2.812297e-03,0,0
1.000000e+00,e1,e1blk_f7_n20000_af10_m1e-2,optimal,6.995226e+00,68,69,1,136,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4.661869e-03,5.360044e-05,0,0
1.000000e-03,e1,e1blk_f7_n20000_af10_m1e-4,optimal,3.587524e+00,33,34,1,66,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,4825,0,0,0,0,0,0,0,0,0,0,0,1.645544e-01,3.420220e-02,0,0
1.000000e-02,e1,e1blk_f7_n20000_af10_m1e-4,optimal,3.115675e+00,28,29,1,56,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,9,0,9,0,0.000000e+00,0,0,0,0,4774,0,0,0,0,0,0,0,0,0,0,0,3.394630e-01,5.865893e-02,0,0
1.000000e-01,e1,e1blk_f7_n20000_af10_m1e-4,optimal,1.021627e+01,101,102,1,202,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,2.100136e-03,2.347608e-04,0,0
1.000000e+00,e1,e1blk_f7_n20000_af10_m1e-4,optimal,5.426971e+00,52,53,1,104,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,844,0,0,0,0,0,0,0,0,0,0,0,1.862122e-02,4.976726e-04,0,0
1.000000e-03,e1,e1blk_f7_n20000_af10_m1e-6,optimal,2.707727e+00,24,25,1,48,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,9,0,9,0,0.000000e+00,0,0,0,0,8923,0,0,0,0,0,0,0,0,0,0,0,1.469665e-01,6.260508e-02,0,0
1.000000e-02,e1,e1blk_f7_n20000_af10_m1e-6,optimal,2.722793e+00,24,25,1,48,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,10304,0,0,0,0,0,0,0,0,0,0,0,3.402540e-01,7.247433e-02,0,0
1.000000e-01,e1,e1blk_f7_n20000_af10_m1e-6,optimal,1.050663e+01,104,105,1,208,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,8154,0,0,0,0,0,0,0,0,0,0,0,6.314156e-03,4.320210e-06,0,0
1.000000e+00,e1,e1blk_f7_n20000_af10_m1e-6,optimal,6.378796e+00,62,63,1,124,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,8305,0,0,0,0,0,0,0,0,0,0,0,5.868525e-03,3.281247e-05,0,0
1.000000e-03,e1,e1blk_f7_n20000_af30_m1e-2,optimal,3.580224e+00,33,34,1,66,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.809782e-02,4.210338e-03,0,0
1.000000e-02,e1,e1blk_f7_n20000_af30_m1e-2,optimal,3.109167e+00,28,29,1,56,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.986616e-01,3.615140e-02,0,0
1.000000e-01,e1,e1blk_f7_n20000_af30_m1e-2,optimal,4.692319e+00,44,45,1,88,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.974392e-02,2.261732e-04,0,0
1.000000e+00,e1,e1blk_f7_n20000_af30_m1e-2,optimal,5.516366e+00,53,54,1,106,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3.608867e-02,7.199670e-04,0,0
1.000000e-03,e1,e1blk_f7_n20000_af30_m1e-4,optimal,3.871479e+00,36,37,1,72,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,1204,0,0,0,0,0,0,0,0,0,0,0,1.467732e-01,3.243033e-02,0,0
1.000000e-02,e1,e1blk_f7_n20000_af30_m1e-4,optimal,2.252075e+00,19,20,1,38,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,11,0,11,0,0.000000e+00,0,0,0,0,2452,0,0,0,0,0,0,0,0,0,0,0,3.279104e-01,1.048588e-01,0,0
1.000000e-01,e1,e1blk_f7_n20000_af30_m1e-4,optimal,3.509997e+00,32,33,1,64,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,9,0,9,0,0.000000e+00,0,0,0,0,2380,0,0,0,0,0,0,0,0,0,0,0,2.963828e-01,6.964996e-02,0,0
1.000000e+00,e1,e1blk_f7_n20000_af30_m1e-4,optimal,8.786801e+00,87,88,1,174,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,3.285777e-03,8.727009e-05,0,0
1.000000e-03,e1,e1blk_f7_n20000_af30_m1e-6,optimal,2.996720e+00,27,28,1,54,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,10,0,10,0,0.000000e+00,0,0,0,0,6666,0,0,0,0,0,0,0,0,0,0,0,1.408198e-01,4.042338e-02,0,0
1.000000e-02,e1,e1blk_f7_n20000_af30_m1e-6,optimal,2.156050e+00,18,19,1,36,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,10,0,10,0,0.000000e+00,0,0,0,0,7211,0,0,0,0,0,0,0,0,0,0,0,3.247983e-01,7.803911e-02,0,0
1.000000e-01,e1,e1blk_f7_n20000_af30_m1e-6,optimal,6.038813e+00,58,59,1,116,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,8,0,8,0,0.000000e+00,0,0,0,0,5683,0,0,0,0,0,0,0,0,0,0,0,9.340105e-02,1.280805e-04,0,0
1.000000e+00,e1,e1blk_f7_n20000_af30_m1e-6,optimal,5.124156e+00,49,50,1,98,0,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,10,0,10,0,0.000000e+00,0,0,0,0,6828,0,0,0,0,0,0,0,0,0,0,0,5.449650e-02,9.465272e-04,0,0
1.000000e-03,hs,hs10,optimal,5.792182e-03,15,15,1,30,2,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,3,0,3,0,0.000000e+00,0,0,0,3,6,0,0,0,0,3,3,0,0,0,0,3,7.924788e-04,1.628645e-03,0,0
1.000000e-03,hs,hs24,optimal,6.355670e-04,39,48,1,78,2,1.000000e+00,0.000000e+00,6,17,1,0,0,13,0,14,6,14,2,5.773177e-03,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5.022984e-03,1.276482e-02,0,0
1.000000e-03,hs,hs33,optimal,1.373483e-03,104,141,1,208,5,1.000000e+02,0.000000e+00,31,48,10,0,0,44,0,24,31,24,5,7.259988e-04,0,1,0,0,0,6,0,6,0,0,0,0,0,0,0,0,3.597959e-16,8.737013e-18,0,0
1.000000e-03,indefinite,indefinite_equality,optimal,3.058990e-04,32,48,1,64,0,7.111111e+00,1.289132e-08,15,27,4,0,0,23,0,5,15,5,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.262566e-07,3.920597e-10,0,0
1.000000e-03,indefinite,indefinite_equality_and_row,optimal,3.520580e-04,35,52,1,70,0,2.106996e+00,6.518869e-07,16,31,8,0,0,27,0,5,16,5,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.167207e-08,1.123397e-09,0,0
1.000000e-03,indefinite,two_negative_eigenvalue_row,optimal,2.726690e-04,29,41,1,58,0,1.000000e+02,4.297106e-07,11,28,5,0,0,24,0,4,11,4,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.210998e-03,7.133421e-01,0,0
1.000000e-03,corpus,f7_n800_path_warm,optimal,2.750064e-01,52,54,1,104,1,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,11,0,11,1,9.700751e-08,0,0,0,0,5,1,1,2,1,0,0,0,0,0,0,0,1.572057e-01,7.027236e-05,0,0
1.000000e-03,corpus,f7_n1000_path_warm,optimal,3.792937e-01,58,60,1,116,1,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,11,0,11,1,1.196408e-07,0,0,0,0,12,1,1,2,1,0,0,0,0,0,0,0,6.915358e-03,2.004128e-07,0,0
1.000000e-02,hs,hs10,optimal,5.737293e-03,25,25,1,50,2,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,10,0,10,0,0.000000e+00,0,0,0,3,9,0,0,0,0,3,3,0,0,0,0,3,7.672456e-04,3.388409e-03,0,0
1.000000e-02,hs,hs24,optimal,6.109770e-04,37,46,1,74,2,1.000000e+00,0.000000e+00,6,16,1,0,0,12,0,14,6,14,2,5.773177e-02,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5.050330e-03,1.601342e-02,0,0
1.000000e-02,hs,hs33,optimal,1.907921e-03,152,225,1,304,6,1.000000e+02,0.000000e+00,66,100,28,0,0,85,0,33,66,33,6,2.094500e-02,0,2,0,0,0,6,1,7,1,0,0,0,0,0,0,0,1.880423e-07,2.286939e-08,0,0
1.000000e-02,indefinite,indefinite_equality,optimal,1.465890e-04,14,20,1,28,0,2.666667e+00,2.666667e+00,5,2,1,0,0,1,0,5,5,5,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.083698e-03,9.449340e-01,0,0
1.000000e-02,indefinite,indefinite_equality_and_row,optimal,1.682590e-04,14,21,1,28,0,2.666667e+00,8.888889e-01,6,3,1,0,0,2,0,5,6,5,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.421896e-03,1.236151e-05,0,0
1.000000e-02,indefinite,two_negative_eigenvalue_row,optimal,2.646590e-04,27,38,1,54,0,1.000000e+02,4.834244e-07,10,26,4,0,0,20,0,6,10,6,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.837929e-03,3.312632e-02,0,0
1.000000e-02,corpus,f7_n800_path_warm,optimal,2.190698e-01,37,39,1,74,1,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,11,0,11,1,9.700753e-08,0,0,0,0,7,1,1,2,1,0,0,0,0,0,0,0,3.152079e-01,1.761018e-03,0,0
1.000000e-02,corpus,f7_n1000_path_warm,optimal,2.630977e-01,31,33,1,62,1,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,11,0,11,1,1.196037e-07,0,0,0,0,35,1,1,2,1,0,0,0,0,0,0,0,5.694990e-01,1.420688e-03,0,0
1.000000e-01,hs,hs10,optimal,6.017151e-03,66,67,1,134,2,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,28,0,37,0,0.000000e+00,0,0,0,3,4,0,0,0,0,3,3,0,0,0,1,2,1.250492e-02,3.603137e-01,0,0
1.000000e-01,hs,hs24,optimal,1.893921e-03,116,166,1,232,6,2.370370e+00,0.000000e+00,43,79,14,0,0,65,0,28,43,28,6,6.830127e-01,0,1,0,0,0,4,3,7,3,0,0,0,0,0,0,0,3.485677e-06,2.101788e-08,0,0
1.000000e-01,hs,hs33,optimal,9.874360e-04,64,84,1,128,5,1.000000e+02,0.000000e+00,14,14,2,0,0,12,0,24,14,24,5,3.218705e-02,0,1,0,0,0,6,0,6,0,0,0,0,0,0,0,0,6.657462e-03,9.178386e-04,0,0
1.000000e-01,indefinite,indefinite_equality,optimal,2.355190e-04,24,36,1,48,0,2.666667e+00,3.915738e-07,11,22,4,0,0,17,0,5,11,5,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.091572e-02,2.582545e-01,0,0
1.000000e-01,indefinite,indefinite_equality_and_row,optimal,2.372790e-04,22,31,1,44,0,2.666667e+00,4.405205e-07,8,20,3,0,0,16,0,5,8,5,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.178238e-03,4.470125e-04,0,0
1.000000e-01,indefinite,two_negative_eigenvalue_row,optimal,4.500380e-04,50,75,1,100,0,1.000000e+02,2.258393e-05,24,49,11,0,0,45,0,4,24,4,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.590084e-05,1.851220e-04,0,0
1.000000e-01,corpus,f7_n800_path_warm,optimal,2.842255e-01,60,62,1,120,1,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,11,0,11,1,9.700790e-08,0,0,0,0,3,1,1,2,1,0,0,0,0,0,0,0,9.322432e-02,2.563685e-04,0,0
1.000000e-01,corpus,f7_n1000_path_warm,optimal,3.283879e-01,46,48,1,92,1,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,11,0,11,1,1.196047e-07,0,0,0,0,36,1,1,2,1,0,0,0,0,0,0,0,2.915644e-01,1.796070e-03,0,0
1.000000e+00,hs,hs10,optimal,6.141980e-03,81,83,1,166,2,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,30,0,47,0,0.000000e+00,0,0,0,3,2,0,0,0,0,3,3,0,0,0,2,1,9.004258e-02,5.480051e-01,0,0
1.000000e+00,hs,hs24,optimal,1.203004e-03,59,77,1,118,3,1.000000e+00,1.000000e+00,14,23,2,0,0,19,0,21,14,21,3,1.266383e+00,0,0,0,0,3,3,1,4,1,0,0,0,0,0,0,0,8.428907e-08,2.750233e-08,0,0
1.000000e+00,hs,hs33,optimal,1.067975e-03,73,100,1,146,5,1.000000e+02,0.000000e+00,21,31,7,0,0,26,0,26,21,26,5,3.218705e-02,0,1,0,0,0,6,0,6,0,0,0,0,0,0,0,0,7.192339e-52,7.837721e-54,0,0
1.000000e+00,indefinite,indefinite_equality,optimal,2.158890e-04,23,32,1,46,0,2.666667e+00,1.835502e-08,8,21,2,0,0,16,0,5,8,5,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.861272e-04,4.999199e-06,0,0
1.000000e+00,indefinite,indefinite_equality_and_row,optimal,1.794690e-04,16,21,1,32,0,1.000000e+00,3.333333e-01,4,2,0,0,0,1,0,5,4,5,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.226129e-03,9.077057e-02,0,0
1.000000e+00,indefinite,two_negative_eigenvalue_row,optimal,1.788590e-04,17,26,1,34,0,7.111111e+00,3.568216e-05,8,16,2,0,0,11,0,5,8,5,0,0.000000e+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.570920e-02,5.518510e-02,0,0
1.000000e+00,corpus,f7_n800_path_warm,optimal,2.438343e-01,50,52,1,100,1,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,11,0,11,1,9.701666e-08,0,0,0,0,4,1,1,2,1,0,0,0,0,0,0,0,5.294257e-03,2.721479e-06,0,0
1.000000e+00,corpus,f7_n1000_path_warm,optimal,1.273591e+01,101,102,1,202,1,0.000000e+00,0.000000e+00,0,0,0,0,0,0,0,11,0,11,0,0.000000e+00,0,0,0,0,26,0,1,1,1,1,1,0,1,0,0,0,6.532522e-06,1.427608e-06,0,0
