arm,task,sha,round,row_index,row,wall_s
04,T8.3,510a4bb,5,5,f7_n5000_bound_physics/RelaxBounds,0.173045102
04,T8.3,510a4bb,5,6,f7_n10000_bound_neutral/MakeParameter,0.541325880
04,T8.3,510a4bb,5,7,f7_n10000_bound_neutral/MakeConstraint,0.521675566
04,T8.3,510a4bb,5,8,f7_n10000_bound_neutral/RelaxBounds,0.524162663
04,T8.3,510a4bb,5,9,f7_n20000_bound_neutral/MakeParameter,1.133236417
04,T8.3,510a4bb,5,10,f7_n20000_bound_neutral/MakeConstraint,1.102044408
04,T8.3,510a4bb,5,11,f7_n20000_bound_neutral/RelaxBounds,1.096457524
04,T8.3,510a4bb,5,12,hs071_x1_fixed/MakeParameter,0.000174519
04,T8.3,510a4bb,5,13,hs071_x1_fixed/MakeConstraint,0.000124519
04,T8.3,510a4bb,5,14,hs071_x1_fixed/RelaxBounds,0.000129270
04,T8.3,510a4bb,5,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016068062
04,T8.3,510a4bb,5,16,hs071_x1_fixed/MakeParameter/cap1,0.000079020
04,T8.3,510a4bb,5,17,infeas2_spike/MakeParameter/stalled,0.000592537
04,T8.3,510a4bb,5,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000181179
05,T8.4,3c8e43b,1,0,f7_n1000_bound_physics/MakeParameter,0.382543199
05,T8.4,3c8e43b,1,1,f7_n1000_bound_physics/MakeConstraint,0.033033010
05,T8.4,3c8e43b,1,2,f7_n1000_bound_physics/RelaxBounds,0.032777411
05,T8.4,3c8e43b,1,3,f7_n5000_bound_physics/MakeParameter,0.186358099
05,T8.4,3c8e43b,1,4,f7_n5000_bound_physics/MakeConstraint,0.178840745
05,T8.4,3c8e43b,1,5,f7_n5000_bound_physics/RelaxBounds,0.178482057
05,T8.4,3c8e43b,1,6,f7_n10000_bound_neutral/MakeParameter,0.549958799
05,T8.4,3c8e43b,1,7,f7_n10000_bound_neutral/MakeConstraint,0.536922822
05,T8.4,3c8e43b,1,8,f7_n10000_bound_neutral/RelaxBounds,0.539979337
05,T8.4,3c8e43b,1,9,f7_n20000_bound_neutral/MakeParameter,1.156899932
05,T8.4,3c8e43b,1,10,f7_n20000_bound_neutral/MakeConstraint,1.113998389
05,T8.4,3c8e43b,1,11,f7_n20000_bound_neutral/RelaxBounds,1.115477673
05,T8.4,3c8e43b,1,12,hs071_x1_fixed/MakeParameter,0.000191329
05,T8.4,3c8e43b,1,13,hs071_x1_fixed/MakeConstraint,0.000133850
05,T8.4,3c8e43b,1,14,hs071_x1_fixed/RelaxBounds,0.000135959
05,T8.4,3c8e43b,1,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016712699
05,T8.4,3c8e43b,1,16,hs071_x1_fixed/MakeParameter/cap1,0.000085780
05,T8.4,3c8e43b,1,17,infeas2_spike/MakeParameter/stalled,0.000611077
05,T8.4,3c8e43b,1,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000191319
05,T8.4,3c8e43b,1,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.057387342
05,T8.4,3c8e43b,1,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000190799
05,T8.4,3c8e43b,2,0,f7_n1000_bound_physics/MakeParameter,0.378555819
05,T8.4,3c8e43b,2,1,f7_n1000_bound_physics/MakeConstraint,0.032587632
05,T8.4,3c8e43b,2,2,f7_n1000_bound_physics/RelaxBounds,0.032752171
05,T8.4,3c8e43b,2,3,f7_n5000_bound_physics/MakeParameter,0.186347184
05,T8.4,3c8e43b,2,4,f7_n5000_bound_physics/MakeConstraint,0.179318898
05,T8.4,3c8e43b,2,5,f7_n5000_bound_physics/RelaxBounds,0.179442997
05,T8.4,3c8e43b,2,6,f7_n10000_bound_neutral/MakeParameter,0.549696126
05,T8.4,3c8e43b,2,7,f7_n10000_bound_neutral/MakeConstraint,0.539773685
05,T8.4,3c8e43b,2,8,f7_n10000_bound_neutral/RelaxBounds,0.538460091
05,T8.4,3c8e43b,2,9,f7_n20000_bound_neutral/MakeParameter,1.158406727
05,T8.4,3c8e43b,2,10,f7_n20000_bound_neutral/MakeConstraint,1.115327186
05,T8.4,3c8e43b,2,11,f7_n20000_bound_neutral/RelaxBounds,1.115585495
05,T8.4,3c8e43b,2,12,hs071_x1_fixed/MakeParameter,0.000185899
05,T8.4,3c8e43b,2,13,hs071_x1_fixed/MakeConstraint,0.000131289
05,T8.4,3c8e43b,2,14,hs071_x1_fixed/RelaxBounds,0.000136579
05,T8.4,3c8e43b,2,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016712979
05,T8.4,3c8e43b,2,16,hs071_x1_fixed/MakeParameter/cap1,0.000081200
05,T8.4,3c8e43b,2,17,infeas2_spike/MakeParameter/stalled,0.000625167
05,T8.4,3c8e43b,2,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000190449
05,T8.4,3c8e43b,2,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.057998268
05,T8.4,3c8e43b,2,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000192029
05,T8.4,3c8e43b,3,0,f7_n1000_bound_physics/MakeParameter,0.359030644
05,T8.4,3c8e43b,3,1,f7_n1000_bound_physics/MakeConstraint,0.032740011
05,T8.4,3c8e43b,3,2,f7_n1000_bound_physics/RelaxBounds,0.032653641
05,T8.4,3c8e43b,3,3,f7_n5000_bound_physics/MakeParameter,0.186655392
05,T8.4,3c8e43b,3,4,f7_n5000_bound_physics/MakeConstraint,0.178901391
05,T8.4,3c8e43b,3,5,f7_n5000_bound_physics/RelaxBounds,0.179024949
05,T8.4,3c8e43b,3,6,f7_n10000_bound_neutral/MakeParameter,0.549304299
05,T8.4,3c8e43b,3,7,f7_n10000_bound_neutral/MakeConstraint,0.538982049
05,T8.4,3c8e43b,3,8,f7_n10000_bound_neutral/RelaxBounds,0.537999514
05,T8.4,3c8e43b,3,9,f7_n20000_bound_neutral/MakeParameter,1.159203503
05,T8.4,3c8e43b,3,10,f7_n20000_bound_neutral/MakeConstraint,1.115133487
05,T8.4,3c8e43b,3,11,f7_n20000_bound_neutral/RelaxBounds,1.114843529
05,T8.4,3c8e43b,3,12,hs071_x1_fixed/MakeParameter,0.000180409
05,T8.4,3c8e43b,3,13,hs071_x1_fixed/MakeConstraint,0.000134409
05,T8.4,3c8e43b,3,14,hs071_x1_fixed/RelaxBounds,0.000157050
05,T8.4,3c8e43b,3,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016749419
05,T8.4,3c8e43b,3,16,hs071_x1_fixed/MakeParameter/cap1,0.000081650
05,T8.4,3c8e43b,3,17,infeas2_spike/MakeParameter/stalled,0.000621667
05,T8.4,3c8e43b,3,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000200149
05,T8.4,3c8e43b,3,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.057344891
05,T8.4,3c8e43b,3,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000200669
05,T8.4,3c8e43b,4,0,f7_n1000_bound_physics/MakeParameter,0.362097759
05,T8.4,3c8e43b,4,1,f7_n1000_bound_physics/MakeConstraint,0.033005139
05,T8.4,3c8e43b,4,2,f7_n1000_bound_physics/RelaxBounds,0.032678251
05,T8.4,3c8e43b,4,3,f7_n5000_bound_physics/MakeParameter,0.186524743
05,T8.4,3c8e43b,4,4,f7_n5000_bound_physics/MakeConstraint,0.178501612
05,T8.4,3c8e43b,4,5,f7_n5000_bound_physics/RelaxBounds,0.180793581
05,T8.4,3c8e43b,4,6,f7_n10000_bound_neutral/MakeParameter,0.549088850
05,T8.4,3c8e43b,4,7,f7_n10000_bound_neutral/MakeConstraint,0.538614050
05,T8.4,3c8e43b,4,8,f7_n10000_bound_neutral/RelaxBounds,0.538792830
05,T8.4,3c8e43b,4,9,f7_n20000_bound_neutral/MakeParameter,1.159429403
05,T8.4,3c8e43b,4,10,f7_n20000_bound_neutral/MakeConstraint,1.116984768
05,T8.4,3c8e43b,4,11,f7_n20000_bound_neutral/RelaxBounds,1.114376642
05,T8.4,3c8e43b,4,12,hs071_x1_fixed/MakeParameter,0.000191819
05,T8.4,3c8e43b,4,13,hs071_x1_fixed/MakeConstraint,0.000133079
05,T8.4,3c8e43b,4,14,hs071_x1_fixed/RelaxBounds,0.000143930
05,T8.4,3c8e43b,4,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016685629
05,T8.4,3c8e43b,4,16,hs071_x1_fixed/MakeParameter/cap1,0.000080870
05,T8.4,3c8e43b,4,17,infeas2_spike/MakeParameter/stalled,0.000607417
05,T8.4,3c8e43b,4,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000189389
05,T8.4,3c8e43b,4,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.057323892
05,T8.4,3c8e43b,4,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000188539
05,T8.4,3c8e43b,5,0,f7_n1000_bound_physics/MakeParameter,1.029522979
05,T8.4,3c8e43b,5,1,f7_n1000_bound_physics/MakeConstraint,0.032962500
05,T8.4,3c8e43b,5,2,f7_n1000_bound_physics/RelaxBounds,0.032729181
05,T8.4,3c8e43b,5,3,f7_n5000_bound_physics/MakeParameter,0.186668947
05,T8.4,3c8e43b,5,4,f7_n5000_bound_physics/MakeConstraint,0.178482346
05,T8.4,3c8e43b,5,5,f7_n5000_bound_physics/RelaxBounds,0.178566866
05,T8.4,3c8e43b,5,6,f7_n10000_bound_neutral/MakeParameter,0.549249142
05,T8.4,3c8e43b,5,7,f7_n10000_bound_neutral/MakeConstraint,0.538678533
05,T8.4,3c8e43b,5,8,f7_n10000_bound_neutral/RelaxBounds,0.539245301
05,T8.4,3c8e43b,5,9,f7_n20000_bound_neutral/MakeParameter,1.158559905
05,T8.4,3c8e43b,5,10,f7_n20000_bound_neutral/MakeConstraint,1.123359515
05,T8.4,3c8e43b,5,11,f7_n20000_bound_neutral/RelaxBounds,1.114040789
05,T8.4,3c8e43b,5,12,hs071_x1_fixed/MakeParameter,0.000182219
05,T8.4,3c8e43b,5,13,hs071_x1_fixed/MakeConstraint,0.000132849
05,T8.4,3c8e43b,5,14,hs071_x1_fixed/RelaxBounds,0.000136970
05,T8.4,3c8e43b,5,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016794059
05,T8.4,3c8e43b,5,16,hs071_x1_fixed/MakeParameter/cap1,0.000090849
05,T8.4,3c8e43b,5,17,infeas2_spike/MakeParameter/stalled,0.000627467
05,T8.4,3c8e43b,5,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000189130
05,T8.4,3c8e43b,5,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.057366572
05,T8.4,3c8e43b,5,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000190309
06,T8.5,8f95655,1,0,f7_n1000_bound_physics/MakeParameter,0.282436833
06,T8.5,8f95655,1,1,f7_n1000_bound_physics/MakeConstraint,0.032806431
06,T8.5,8f95655,1,2,f7_n1000_bound_physics/RelaxBounds,0.032430504
06,T8.5,8f95655,1,3,f7_n5000_bound_physics/MakeParameter,0.185833231
06,T8.5,8f95655,1,4,f7_n5000_bound_physics/MakeConstraint,0.178130628
06,T8.5,8f95655,1,5,f7_n5000_bound_physics/RelaxBounds,0.177361122
06,T8.5,8f95655,1,6,f7_n10000_bound_neutral/MakeParameter,0.553453102
06,T8.5,8f95655,1,7,f7_n10000_bound_neutral/MakeConstraint,0.534087706
06,T8.5,8f95655,1,8,f7_n10000_bound_neutral/RelaxBounds,0.530421083
06,T8.5,8f95655,1,9,f7_n20000_bound_neutral/MakeParameter,1.161087562
06,T8.5,8f95655,1,10,f7_n20000_bound_neutral/MakeConstraint,1.108214698
06,T8.5,8f95655,1,11,f7_n20000_bound_neutral/RelaxBounds,1.112790706
06,T8.5,8f95655,1,12,hs071_x1_fixed/MakeParameter,0.000184759
06,T8.5,8f95655,1,13,hs071_x1_fixed/MakeConstraint,0.000137140
06,T8.5,8f95655,1,14,hs071_x1_fixed/RelaxBounds,0.000137419
06,T8.5,8f95655,1,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016682639
06,T8.5,8f95655,1,16,hs071_x1_fixed/MakeParameter/cap1,0.000081170
06,T8.5,8f95655,1,17,infeas2_spike/MakeParameter/stalled,0.000631847
06,T8.5,8f95655,1,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000187789
06,T8.5,8f95655,1,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.057401873
06,T8.5,8f95655,1,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000192759
06,T8.5,8f95655,1,21,hs071_x1_fixed/MakeParameter/warm_payload,0.000090520
06,T8.5,8f95655,1,22,hs071_x1_fixed/MakeParameter/warm_multiplier_seed,0.000114659
06,T8.5,8f95655,2,0,f7_n1000_bound_physics/MakeParameter,0.265895427
06,T8.5,8f95655,2,1,f7_n1000_bound_physics/MakeConstraint,0.032757841
06,T8.5,8f95655,2,2,f7_n1000_bound_physics/RelaxBounds,0.032569222
06,T8.5,8f95655,2,3,f7_n5000_bound_physics/MakeParameter,0.185807766
06,T8.5,8f95655,2,4,f7_n5000_bound_physics/MakeConstraint,0.178308773
06,T8.5,8f95655,2,5,f7_n5000_bound_physics/RelaxBounds,0.177639046
06,T8.5,8f95655,2,6,f7_n10000_bound_neutral/MakeParameter,0.553206690
06,T8.5,8f95655,2,7,f7_n10000_bound_neutral/MakeConstraint,0.536729780
06,T8.5,8f95655,2,8,f7_n10000_bound_neutral/RelaxBounds,0.530694709
06,T8.5,8f95655,2,9,f7_n20000_bound_neutral/MakeParameter,1.151439290
06,T8.5,8f95655,2,10,f7_n20000_bound_neutral/MakeConstraint,1.109407215
06,T8.5,8f95655,2,11,f7_n20000_bound_neutral/RelaxBounds,1.113927683
06,T8.5,8f95655,2,12,hs071_x1_fixed/MakeParameter,0.000186079
06,T8.5,8f95655,2,13,hs071_x1_fixed/MakeConstraint,0.000138490
06,T8.5,8f95655,2,14,hs071_x1_fixed/RelaxBounds,0.000137799
06,T8.5,8f95655,2,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016732748
06,T8.5,8f95655,2,16,hs071_x1_fixed/MakeParameter/cap1,0.000089970
06,T8.5,8f95655,2,17,infeas2_spike/MakeParameter/stalled,0.000625117
06,T8.5,8f95655,2,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000191749
06,T8.5,8f95655,2,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.057284922
06,T8.5,8f95655,2,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000195799
06,T8.5,8f95655,2,21,hs071_x1_fixed/MakeParameter/warm_payload,0.000081760
06,T8.5,8f95655,2,22,hs071_x1_fixed/MakeParameter/warm_multiplier_seed,0.000115070
06,T8.5,8f95655,3,0,f7_n1000_bound_physics/MakeParameter,0.267582879
06,T8.5,8f95655,3,1,f7_n1000_bound_physics/MakeConstraint,0.032717101
06,T8.5,8f95655,3,2,f7_n1000_bound_physics/RelaxBounds,0.032588472
06,T8.5,8f95655,3,3,f7_n5000_bound_physics/MakeParameter,0.185851297
06,T8.5,8f95655,3,4,f7_n5000_bound_physics/MakeConstraint,0.178795340
06,T8.5,8f95655,3,5,f7_n5000_bound_physics/RelaxBounds,0.177799075
06,T8.5,8f95655,3,6,f7_n10000_bound_neutral/MakeParameter,0.554188185
06,T8.5,8f95655,3,7,f7_n10000_bound_neutral/MakeConstraint,0.535893974
06,T8.5,8f95655,3,8,f7_n10000_bound_neutral/RelaxBounds,0.528462670
06,T8.5,8f95655,3,9,f7_n20000_bound_neutral/MakeParameter,1.154389846
06,T8.5,8f95655,3,10,f7_n20000_bound_neutral/MakeConstraint,1.108777438
06,T8.5,8f95655,3,11,f7_n20000_bound_neutral/RelaxBounds,1.111389635
06,T8.5,8f95655,3,12,hs071_x1_fixed/MakeParameter,0.000181859
06,T8.5,8f95655,3,13,hs071_x1_fixed/MakeConstraint,0.000141749
06,T8.5,8f95655,3,14,hs071_x1_fixed/RelaxBounds,0.000137750
06,T8.5,8f95655,3,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016673148
06,T8.5,8f95655,3,16,hs071_x1_fixed/MakeParameter/cap1,0.000081670
06,T8.5,8f95655,3,17,infeas2_spike/MakeParameter/stalled,0.000637787
06,T8.5,8f95655,3,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000190929
06,T8.5,8f95655,3,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.056893144
06,T8.5,8f95655,3,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000193269
06,T8.5,8f95655,3,21,hs071_x1_fixed/MakeParameter/warm_payload,0.000080460
06,T8.5,8f95655,3,22,hs071_x1_fixed/MakeParameter/warm_multiplier_seed,0.000113450
06,T8.5,8f95655,4,0,f7_n1000_bound_physics/MakeParameter,0.254372573
06,T8.5,8f95655,4,1,f7_n1000_bound_physics/MakeConstraint,0.032772280
06,T8.5,8f95655,4,2,f7_n1000_bound_physics/RelaxBounds,0.032507302
06,T8.5,8f95655,4,3,f7_n5000_bound_physics/MakeParameter,0.185891196
06,T8.5,8f95655,4,4,f7_n5000_bound_physics/MakeConstraint,0.178790631
06,T8.5,8f95655,4,5,f7_n5000_bound_physics/RelaxBounds,0.177826595
06,T8.5,8f95655,4,6,f7_n10000_bound_neutral/MakeParameter,0.553529188
06,T8.5,8f95655,4,7,f7_n10000_bound_neutral/MakeConstraint,0.534217292
06,T8.5,8f95655,4,8,f7_n10000_bound_neutral/RelaxBounds,0.529612954
06,T8.5,8f95655,4,9,f7_n20000_bound_neutral/MakeParameter,1.154253247
06,T8.5,8f95655,4,10,f7_n20000_bound_neutral/MakeConstraint,1.109258486
06,T8.5,8f95655,4,11,f7_n20000_bound_neutral/RelaxBounds,1.113504835
06,T8.5,8f95655,4,12,hs071_x1_fixed/MakeParameter,0.000181789
06,T8.5,8f95655,4,13,hs071_x1_fixed/MakeConstraint,0.000136050
06,T8.5,8f95655,4,14,hs071_x1_fixed/RelaxBounds,0.000137109
06,T8.5,8f95655,4,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016676518
06,T8.5,8f95655,4,16,hs071_x1_fixed/MakeParameter/cap1,0.000088239
06,T8.5,8f95655,4,17,infeas2_spike/MakeParameter/stalled,0.000627127
06,T8.5,8f95655,4,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000192229
06,T8.5,8f95655,4,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.057532310
06,T8.5,8f95655,4,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000192589
06,T8.5,8f95655,4,21,hs071_x1_fixed/MakeParameter/warm_payload,0.000080150
06,T8.5,8f95655,4,22,hs071_x1_fixed/MakeParameter/warm_multiplier_seed,0.000114520
06,T8.5,8f95655,5,0,f7_n1000_bound_physics/MakeParameter,0.258478049
06,T8.5,8f95655,5,1,f7_n1000_bound_physics/MakeConstraint,0.032579962
06,T8.5,8f95655,5,2,f7_n1000_bound_physics/RelaxBounds,0.032415034
06,T8.5,8f95655,5,3,f7_n5000_bound_physics/MakeParameter,0.185222684
06,T8.5,8f95655,5,4,f7_n5000_bound_physics/MakeConstraint,0.178412087
06,T8.5,8f95655,5,5,f7_n5000_bound_physics/RelaxBounds,0.177573821
06,T8.5,8f95655,5,6,f7_n10000_bound_neutral/MakeParameter,0.552250067
06,T8.5,8f95655,5,7,f7_n10000_bound_neutral/MakeConstraint,0.533666188
06,T8.5,8f95655,5,8,f7_n10000_bound_neutral/RelaxBounds,0.537172461
06,T8.5,8f95655,5,9,f7_n20000_bound_neutral/MakeParameter,1.155464940
06,T8.5,8f95655,5,10,f7_n20000_bound_neutral/MakeConstraint,1.107711270
06,T8.5,8f95655,5,11,f7_n20000_bound_neutral/RelaxBounds,1.110701726
06,T8.5,8f95655,5,12,hs071_x1_fixed/MakeParameter,0.000184569
06,T8.5,8f95655,5,13,hs071_x1_fixed/MakeConstraint,0.000139160
06,T8.5,8f95655,5,14,hs071_x1_fixed/RelaxBounds,0.000138529
06,T8.5,8f95655,5,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016627309
06,T8.5,8f95655,5,16,hs071_x1_fixed/MakeParameter/cap1,0.000081760
06,T8.5,8f95655,5,17,infeas2_spike/MakeParameter/stalled,0.000607317
06,T8.5,8f95655,5,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000189709
06,T8.5,8f95655,5,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.057174833
06,T8.5,8f95655,5,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000194349
06,T8.5,8f95655,5,21,hs071_x1_fixed/MakeParameter/warm_payload,0.000081329
06,T8.5,8f95655,5,22,hs071_x1_fixed/MakeParameter/warm_multiplier_seed,0.000115639
07,T8.6,8cbaa39,1,0,f7_n1000_bound_physics/MakeParameter,0.299811439
07,T8.6,8cbaa39,1,1,f7_n1000_bound_physics/MakeConstraint,0.032982821
07,T8.6,8cbaa39,1,2,f7_n1000_bound_physics/RelaxBounds,0.032631112
07,T8.6,8cbaa39,1,3,f7_n5000_bound_physics/MakeParameter,0.186717136
07,T8.6,8cbaa39,1,4,f7_n5000_bound_physics/MakeConstraint,0.179435772
07,T8.6,8cbaa39,1,5,f7_n5000_bound_physics/RelaxBounds,0.182216768
07,T8.6,8cbaa39,1,6,f7_n10000_bound_neutral/MakeParameter,0.550835485
07,T8.6,8cbaa39,1,7,f7_n10000_bound_neutral/MakeConstraint,0.537836757
07,T8.6,8cbaa39,1,8,f7_n10000_bound_neutral/RelaxBounds,0.533990977
07,T8.6,8cbaa39,1,9,f7_n20000_bound_neutral/MakeParameter,1.164525026
07,T8.6,8cbaa39,1,10,f7_n20000_bound_neutral/MakeConstraint,1.118064230
07,T8.6,8cbaa39,1,11,f7_n20000_bound_neutral/RelaxBounds,1.113437063
07,T8.6,8cbaa39,1,12,hs071_x1_fixed/MakeParameter,0.000184449
07,T8.6,8cbaa39,1,13,hs071_x1_fixed/MakeConstraint,0.000131860
07,T8.6,8cbaa39,1,14,hs071_x1_fixed/RelaxBounds,0.000139609
07,T8.6,8cbaa39,1,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016844248
07,T8.6,8cbaa39,1,16,hs071_x1_fixed/MakeParameter/cap1,0.000081710
07,T8.6,8cbaa39,1,17,infeas2_spike/MakeParameter/stalled,0.000593647
07,T8.6,8cbaa39,1,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000188349
07,T8.6,8cbaa39,1,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.058112649
07,T8.6,8cbaa39,1,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000189019
07,T8.6,8cbaa39,1,21,hs071_x1_fixed/MakeParameter/warm_payload,0.000080799
07,T8.6,8cbaa39,1,22,hs071_x1_fixed/MakeParameter/warm_multiplier_seed,0.000114210
07,T8.6,8cbaa39,2,0,f7_n1000_bound_physics/MakeParameter,0.300544818
07,T8.6,8cbaa39,2,1,f7_n1000_bound_physics/MakeConstraint,0.032724621
07,T8.6,8cbaa39,2,2,f7_n1000_bound_physics/RelaxBounds,0.033402618
07,T8.6,8cbaa39,2,3,f7_n5000_bound_physics/MakeParameter,0.186419603
07,T8.6,8cbaa39,2,4,f7_n5000_bound_physics/MakeConstraint,0.181486238
07,T8.6,8cbaa39,2,5,f7_n5000_bound_physics/RelaxBounds,0.181486717
07,T8.6,8cbaa39,2,6,f7_n10000_bound_neutral/MakeParameter,0.548987550
07,T8.6,8cbaa39,2,7,f7_n10000_bound_neutral/MakeConstraint,0.539594606
07,T8.6,8cbaa39,2,8,f7_n10000_bound_neutral/RelaxBounds,0.533231097
07,T8.6,8cbaa39,2,9,f7_n20000_bound_neutral/MakeParameter,1.163220204
07,T8.6,8cbaa39,2,10,f7_n20000_bound_neutral/MakeConstraint,1.121801404
07,T8.6,8cbaa39,2,11,f7_n20000_bound_neutral/RelaxBounds,1.112344950
07,T8.6,8cbaa39,2,12,hs071_x1_fixed/MakeParameter,0.000179059
07,T8.6,8cbaa39,2,13,hs071_x1_fixed/MakeConstraint,0.000131760
07,T8.6,8cbaa39,2,14,hs071_x1_fixed/RelaxBounds,0.000139810
07,T8.6,8cbaa39,2,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016883328
07,T8.6,8cbaa39,2,16,hs071_x1_fixed/MakeParameter/cap1,0.000087670
07,T8.6,8cbaa39,2,17,infeas2_spike/MakeParameter/stalled,0.000614037
07,T8.6,8cbaa39,2,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000186329
07,T8.6,8cbaa39,2,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.057596730
07,T8.6,8cbaa39,2,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000188309
07,T8.6,8cbaa39,2,21,hs071_x1_fixed/MakeParameter/warm_payload,0.000080590
07,T8.6,8cbaa39,2,22,hs071_x1_fixed/MakeParameter/warm_multiplier_seed,0.000113449
07,T8.6,8cbaa39,3,0,f7_n1000_bound_physics/MakeParameter,0.301624433
07,T8.6,8cbaa39,3,1,f7_n1000_bound_physics/MakeConstraint,0.032672971
07,T8.6,8cbaa39,3,2,f7_n1000_bound_physics/RelaxBounds,0.032591212
07,T8.6,8cbaa39,3,3,f7_n5000_bound_physics/MakeParameter,0.186255304
07,T8.6,8cbaa39,3,4,f7_n5000_bound_physics/MakeConstraint,0.178949340
07,T8.6,8cbaa39,3,5,f7_n5000_bound_physics/RelaxBounds,0.178724191
07,T8.6,8cbaa39,3,6,f7_n10000_bound_neutral/MakeParameter,0.549344909
07,T8.6,8cbaa39,3,7,f7_n10000_bound_neutral/MakeConstraint,0.537805265
07,T8.6,8cbaa39,3,8,f7_n10000_bound_neutral/RelaxBounds,0.532893979
07,T8.6,8cbaa39,3,9,f7_n20000_bound_neutral/MakeParameter,1.156832444
07,T8.6,8cbaa39,3,10,f7_n20000_bound_neutral/MakeConstraint,1.114194432
07,T8.6,8cbaa39,3,11,f7_n20000_bound_neutral/RelaxBounds,1.112444690
07,T8.6,8cbaa39,3,12,hs071_x1_fixed/MakeParameter,0.000185079
07,T8.6,8cbaa39,3,13,hs071_x1_fixed/MakeConstraint,0.000131429
07,T8.6,8cbaa39,3,14,hs071_x1_fixed/RelaxBounds,0.000140060
07,T8.6,8cbaa39,3,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016820518
07,T8.6,8cbaa39,3,16,hs071_x1_fixed/MakeParameter/cap1,0.000080900
07,T8.6,8cbaa39,3,17,infeas2_spike/MakeParameter/stalled,0.000602917
07,T8.6,8cbaa39,3,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000186889
07,T8.6,8cbaa39,3,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.057341041
07,T8.6,8cbaa39,3,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000190019
07,T8.6,8cbaa39,3,21,hs071_x1_fixed/MakeParameter/warm_payload,0.000081760
07,T8.6,8cbaa39,3,22,hs071_x1_fixed/MakeParameter/warm_multiplier_seed,0.000114230
07,T8.6,8cbaa39,4,0,f7_n1000_bound_physics/MakeParameter,0.293677002
07,T8.6,8cbaa39,4,1,f7_n1000_bound_physics/MakeConstraint,0.032941969
07,T8.6,8cbaa39,4,2,f7_n1000_bound_physics/RelaxBounds,0.032685811
07,T8.6,8cbaa39,4,3,f7_n5000_bound_physics/MakeParameter,0.186693352
07,T8.6,8cbaa39,4,4,f7_n5000_bound_physics/MakeConstraint,0.179149069
07,T8.6,8cbaa39,4,5,f7_n5000_bound_physics/RelaxBounds,0.178920320
07,T8.6,8cbaa39,4,6,f7_n10000_bound_neutral/MakeParameter,0.549278883
