leg,arm,task,sha,round,event,value
diff-P,09,T8.7b,ddac2cf,3,cycles:u,19547855197
diff-P,09,T8.7b,ddac2cf,3,branch-misses:u,19086929
diff-P,09,T8.7b,ddac2cf,3,L1-icache-load-misses:u,4604573
diff-P,09,T8.7b,ddac2cf,4,instructions:u,57395365995
diff-P,09,T8.7b,ddac2cf,4,branches:u,8425394757
diff-P,09,T8.7b,ddac2cf,4,cycles:u,19439543335
diff-P,09,T8.7b,ddac2cf,4,branch-misses:u,18490009
diff-P,09,T8.7b,ddac2cf,4,L1-icache-load-misses:u,4717437
diff-P,09,T8.7b,ddac2cf,5,instructions:u,57460133542
diff-P,09,T8.7b,ddac2cf,5,branches:u,8444200191
diff-P,09,T8.7b,ddac2cf,5,cycles:u,19493657775
diff-P,09,T8.7b,ddac2cf,5,branch-misses:u,18537984
diff-P,09,T8.7b,ddac2cf,5,L1-icache-load-misses:u,4651014
diff-P,10,T8.8,b9848bf,1,instructions:u,57563161359
diff-P,10,T8.8,b9848bf,1,branches:u,8474109673
diff-P,10,T8.8,b9848bf,1,cycles:u,19585225586
diff-P,10,T8.8,b9848bf,1,branch-misses:u,19134103
diff-P,10,T8.8,b9848bf,1,L1-icache-load-misses:u,6913884
diff-P,10,T8.8,b9848bf,2,instructions:u,57591082973
diff-P,10,T8.8,b9848bf,2,branches:u,8482216224
diff-P,10,T8.8,b9848bf,2,cycles:u,19602351481
diff-P,10,T8.8,b9848bf,2,branch-misses:u,19120264
diff-P,10,T8.8,b9848bf,2,L1-icache-load-misses:u,6895414
diff-P,10,T8.8,b9848bf,3,instructions:u,57581134562
diff-P,10,T8.8,b9848bf,3,branches:u,8479329253
diff-P,10,T8.8,b9848bf,3,cycles:u,19586152028
diff-P,10,T8.8,b9848bf,3,branch-misses:u,19068607
diff-P,10,T8.8,b9848bf,3,L1-icache-load-misses:u,6912478
diff-P,10,T8.8,b9848bf,4,instructions:u,57561266253
diff-P,10,T8.8,b9848bf,4,branches:u,8473559210
diff-P,10,T8.8,b9848bf,4,cycles:u,19497306989
diff-P,10,T8.8,b9848bf,4,branch-misses:u,18561207
diff-P,10,T8.8,b9848bf,4,L1-icache-load-misses:u,6978290
diff-P,10,T8.8,b9848bf,5,instructions:u,57549948205
diff-P,10,T8.8,b9848bf,5,branches:u,8470273451
diff-P,10,T8.8,b9848bf,5,cycles:u,19548922483
diff-P,10,T8.8,b9848bf,5,branch-misses:u,18551713
diff-P,10,T8.8,b9848bf,5,L1-icache-load-misses:u,6995013
diff-P,11,T8.9,e51a7e0,1,instructions:u,58301719998
diff-P,11,T8.9,e51a7e0,1,branches:u,8561151500
diff-P,11,T8.9,e51a7e0,1,cycles:u,19789584609
diff-P,11,T8.9,e51a7e0,1,branch-misses:u,19555023
diff-P,11,T8.9,e51a7e0,1,L1-icache-load-misses:u,3435382
diff-P,11,T8.9,e51a7e0,2,instructions:u,58298151162
diff-P,11,T8.9,e51a7e0,2,branches:u,8560113950
diff-P,11,T8.9,e51a7e0,2,cycles:u,19801539534
diff-P,11,T8.9,e51a7e0,2,branch-misses:u,19606736
diff-P,11,T8.9,e51a7e0,2,L1-icache-load-misses:u,3434032
diff-P,11,T8.9,e51a7e0,3,instructions:u,58293729437
diff-P,11,T8.9,e51a7e0,3,branches:u,8558830788
diff-P,11,T8.9,e51a7e0,3,cycles:u,19776291463
diff-P,11,T8.9,e51a7e0,3,branch-misses:u,19902418
diff-P,11,T8.9,e51a7e0,3,L1-icache-load-misses:u,3390190
diff-P,11,T8.9,e51a7e0,4,instructions:u,58266576042
diff-P,11,T8.9,e51a7e0,4,branches:u,8550946696
diff-P,11,T8.9,e51a7e0,4,cycles:u,19710165302
diff-P,11,T8.9,e51a7e0,4,branch-misses:u,19211513
diff-P,11,T8.9,e51a7e0,4,L1-icache-load-misses:u,3393411
diff-P,11,T8.9,e51a7e0,5,instructions:u,58323399894
diff-P,11,T8.9,e51a7e0,5,branches:u,8567443878
diff-P,11,T8.9,e51a7e0,5,cycles:u,19715922002
diff-P,11,T8.9,e51a7e0,5,branch-misses:u,19005678
diff-P,11,T8.9,e51a7e0,5,L1-icache-load-misses:u,3401382
diff-Q,01,base,102f729,1,instructions:u,4607931539
diff-Q,01,base,102f729,1,branches:u,1191263333
diff-Q,01,base,102f729,1,cycles:u,3313167246
diff-Q,01,base,102f729,1,branch-misses:u,642763
diff-Q,01,base,102f729,1,L1-icache-load-misses:u,87979
diff-Q,01,base,102f729,2,instructions:u,4332266385
diff-Q,01,base,102f729,2,branches:u,1111231547
diff-Q,01,base,102f729,2,cycles:u,3089470318
diff-Q,01,base,102f729,2,branch-misses:u,664136
diff-Q,01,base,102f729,2,L1-icache-load-misses:u,90735
diff-Q,01,base,102f729,3,instructions:u,3768656462
diff-Q,01,base,102f729,3,branches:u,947602954
diff-Q,01,base,102f729,3,cycles:u,2618464443
diff-Q,01,base,102f729,3,branch-misses:u,689333
diff-Q,01,base,102f729,3,L1-icache-load-misses:u,92298
diff-Q,01,base,102f729,4,instructions:u,4539828818
diff-Q,01,base,102f729,4,branches:u,1171491233
diff-Q,01,base,102f729,4,cycles:u,3259343957
diff-Q,01,base,102f729,4,branch-misses:u,644492
diff-Q,01,base,102f729,4,L1-icache-load-misses:u,89345
diff-Q,01,base,102f729,5,instructions:u,4443682087
diff-Q,01,base,102f729,5,branches:u,1143578041
diff-Q,01,base,102f729,5,cycles:u,3179405834
diff-Q,01,base,102f729,5,branch-misses:u,645383
diff-Q,01,base,102f729,5,L1-icache-load-misses:u,88564
diff-Q,02,T8.1,b3915ff,1,instructions:u,4120994508
diff-Q,02,T8.1,b3915ff,1,branches:u,1049891419
diff-Q,02,T8.1,b3915ff,1,cycles:u,2911327161
diff-Q,02,T8.1,b3915ff,1,branch-misses:u,664206
diff-Q,02,T8.1,b3915ff,1,L1-icache-load-misses:u,101791
diff-Q,02,T8.1,b3915ff,2,instructions:u,4352471873
diff-Q,02,T8.1,b3915ff,2,branches:u,1117094905
diff-Q,02,T8.1,b3915ff,2,cycles:u,3107763464
diff-Q,02,T8.1,b3915ff,2,branch-misses:u,655783
diff-Q,02,T8.1,b3915ff,2,L1-icache-load-misses:u,101352
diff-Q,02,T8.1,b3915ff,3,instructions:u,3617787858
diff-Q,02,T8.1,b3915ff,3,branches:u,903799527
diff-Q,02,T8.1,b3915ff,3,cycles:u,2493530009
diff-Q,02,T8.1,b3915ff,3,branch-misses:u,685732
diff-Q,02,T8.1,b3915ff,3,L1-icache-load-misses:u,101025
diff-Q,02,T8.1,b3915ff,4,instructions:u,4426866796
diff-Q,02,T8.1,b3915ff,4,branches:u,1138692909
diff-Q,02,T8.1,b3915ff,4,cycles:u,3164156342
diff-Q,02,T8.1,b3915ff,4,branch-misses:u,638874
diff-Q,02,T8.1,b3915ff,4,L1-icache-load-misses:u,98478
diff-Q,02,T8.1,b3915ff,5,instructions:u,4426777765
diff-Q,02,T8.1,b3915ff,5,branches:u,1138667062
diff-Q,02,T8.1,b3915ff,5,cycles:u,3164887889
diff-Q,02,T8.1,b3915ff,5,branch-misses:u,639278
diff-Q,02,T8.1,b3915ff,5,L1-icache-load-misses:u,101672
diff-Q,03,T8.2,b43580f,1,instructions:u,4206434829
diff-Q,03,T8.2,b43580f,1,branches:u,1047571354
diff-Q,03,T8.2,b43580f,1,cycles:u,2882567145
diff-Q,03,T8.2,b43580f,1,branch-misses:u,826509
diff-Q,03,T8.2,b43580f,1,L1-icache-load-misses:u,143107
diff-Q,03,T8.2,b43580f,2,instructions:u,4489782437
diff-Q,03,T8.2,b43580f,2,branches:u,1129833762
diff-Q,03,T8.2,b43580f,2,cycles:u,3121343370
diff-Q,03,T8.2,b43580f,2,branch-misses:u,830984
diff-Q,03,T8.2,b43580f,2,L1-icache-load-misses:u,147042
diff-Q,03,T8.2,b43580f,3,instructions:u,4440795297
diff-Q,03,T8.2,b43580f,3,branches:u,1115612144
diff-Q,03,T8.2,b43580f,3,cycles:u,3081063706
diff-Q,03,T8.2,b43580f,3,branch-misses:u,828234
diff-Q,03,T8.2,b43580f,3,L1-icache-load-misses:u,146634
diff-Q,03,T8.2,b43580f,4,instructions:u,4502813700
diff-Q,03,T8.2,b43580f,4,branches:u,1133616677
diff-Q,03,T8.2,b43580f,4,cycles:u,3127541481
diff-Q,03,T8.2,b43580f,4,branch-misses:u,806383
diff-Q,03,T8.2,b43580f,4,L1-icache-load-misses:u,139160
diff-Q,03,T8.2,b43580f,5,instructions:u,4554285746
diff-Q,03,T8.2,b43580f,5,branches:u,1148560236
diff-Q,03,T8.2,b43580f,5,cycles:u,3171885757
diff-Q,03,T8.2,b43580f,5,branch-misses:u,806501
diff-Q,03,T8.2,b43580f,5,L1-icache-load-misses:u,145388
diff-Q,04,T8.3,510a4bb,1,instructions:u,4816160958
diff-Q,04,T8.3,510a4bb,1,branches:u,1224585267
diff-Q,04,T8.3,510a4bb,1,cycles:u,2927374072
diff-Q,04,T8.3,510a4bb,1,branch-misses:u,845275
diff-Q,04,T8.3,510a4bb,1,L1-icache-load-misses:u,119881
diff-Q,04,T8.3,510a4bb,2,instructions:u,5093609586
diff-Q,04,T8.3,510a4bb,2,branches:u,1305135628
diff-Q,04,T8.3,510a4bb,2,cycles:u,3130022610
diff-Q,04,T8.3,510a4bb,2,branch-misses:u,843421
diff-Q,04,T8.3,510a4bb,2,L1-icache-load-misses:u,121896
diff-Q,04,T8.3,510a4bb,3,instructions:u,5077598901
diff-Q,04,T8.3,510a4bb,3,branches:u,1300487070
diff-Q,04,T8.3,510a4bb,3,cycles:u,3117920176
diff-Q,04,T8.3,510a4bb,3,branch-misses:u,841368
diff-Q,04,T8.3,510a4bb,3,L1-icache-load-misses:u,122160
diff-Q,04,T8.3,510a4bb,4,instructions:u,5311329081
diff-Q,04,T8.3,510a4bb,4,branches:u,1368344102
diff-Q,04,T8.3,510a4bb,4,cycles:u,3275282306
diff-Q,04,T8.3,510a4bb,4,branch-misses:u,830692
diff-Q,04,T8.3,510a4bb,4,L1-icache-load-misses:u,119935
diff-Q,04,T8.3,510a4bb,5,instructions:u,5147423502
diff-Q,04,T8.3,510a4bb,5,branches:u,1320758581
diff-Q,04,T8.3,510a4bb,5,cycles:u,3162865886
diff-Q,04,T8.3,510a4bb,5,branch-misses:u,827644
diff-Q,04,T8.3,510a4bb,5,L1-icache-load-misses:u,118091
diff-Q,05,T8.4,3c8e43b,1,instructions:u,4087165012
diff-Q,05,T8.4,3c8e43b,1,branches:u,916265085
diff-Q,05,T8.4,3c8e43b,1,cycles:u,2455759244
diff-Q,05,T8.4,3c8e43b,1,branch-misses:u,1201628
diff-Q,05,T8.4,3c8e43b,1,L1-icache-load-misses:u,204901
diff-Q,05,T8.4,3c8e43b,2,instructions:u,4750976346
diff-Q,05,T8.4,3c8e43b,2,branches:u,1108984292
diff-Q,05,T8.4,3c8e43b,2,cycles:u,3005272176
diff-Q,05,T8.4,3c8e43b,2,branch-misses:u,1126609
diff-Q,05,T8.4,3c8e43b,2,L1-icache-load-misses:u,203594
diff-Q,05,T8.4,3c8e43b,3,instructions:u,4668625700
diff-Q,05,T8.4,3c8e43b,3,branches:u,1085076904
diff-Q,05,T8.4,3c8e43b,3,cycles:u,2937286160
diff-Q,05,T8.4,3c8e43b,3,branch-misses:u,1135412
diff-Q,05,T8.4,3c8e43b,3,L1-icache-load-misses:u,209297
diff-Q,05,T8.4,3c8e43b,4,instructions:u,4834175091
diff-Q,05,T8.4,3c8e43b,4,branches:u,1133138922
diff-Q,05,T8.4,3c8e43b,4,cycles:u,3068784357
diff-Q,05,T8.4,3c8e43b,4,branch-misses:u,1087914
diff-Q,05,T8.4,3c8e43b,4,L1-icache-load-misses:u,202523
diff-Q,05,T8.4,3c8e43b,5,instructions:u,4828381259
diff-Q,05,T8.4,3c8e43b,5,branches:u,1131456985
diff-Q,05,T8.4,3c8e43b,5,cycles:u,3065557172
diff-Q,05,T8.4,3c8e43b,5,branch-misses:u,1089714
diff-Q,05,T8.4,3c8e43b,5,L1-icache-load-misses:u,200802
diff-Q,06,T8.5,8f95655,1,instructions:u,4139619670
diff-Q,06,T8.5,8f95655,1,branches:u,931138868
diff-Q,06,T8.5,8f95655,1,cycles:u,2442900287
diff-Q,06,T8.5,8f95655,1,branch-misses:u,1222726
diff-Q,06,T8.5,8f95655,1,L1-icache-load-misses:u,155336
diff-Q,06,T8.5,8f95655,2,instructions:u,4856555725
diff-Q,06,T8.5,8f95655,2,branches:u,1139281878
diff-Q,06,T8.5,8f95655,2,cycles:u,3089927738
diff-Q,06,T8.5,8f95655,2,branch-misses:u,1144170
diff-Q,06,T8.5,8f95655,2,L1-icache-load-misses:u,151622
diff-Q,06,T8.5,8f95655,3,instructions:u,4864484374
diff-Q,06,T8.5,8f95655,3,branches:u,1141584037
diff-Q,06,T8.5,8f95655,3,cycles:u,3096745918
diff-Q,06,T8.5,8f95655,3,branch-misses:u,1143483
diff-Q,06,T8.5,8f95655,3,L1-icache-load-misses:u,154096
diff-Q,06,T8.5,8f95655,4,instructions:u,5067226533
diff-Q,06,T8.5,8f95655,4,branches:u,1200443901
diff-Q,06,T8.5,8f95655,4,cycles:u,3258787391
diff-Q,06,T8.5,8f95655,4,branch-misses:u,1108497
diff-Q,06,T8.5,8f95655,4,L1-icache-load-misses:u,146866
diff-Q,06,T8.5,8f95655,5,instructions:u,4957280108
diff-Q,06,T8.5,8f95655,5,branches:u,1168524484
diff-Q,06,T8.5,8f95655,5,cycles:u,3168419767
diff-Q,06,T8.5,8f95655,5,branch-misses:u,1110657
diff-Q,06,T8.5,8f95655,5,L1-icache-load-misses:u,146647
diff-Q,07,T8.6,8cbaa39,1,instructions:u,4434307068
diff-Q,07,T8.6,8cbaa39,1,branches:u,1016703025
diff-Q,07,T8.6,8cbaa39,1,cycles:u,2403869375
diff-Q,07,T8.6,8cbaa39,1,branch-misses:u,1246880
diff-Q,07,T8.6,8cbaa39,1,L1-icache-load-misses:u,255505
diff-Q,07,T8.6,8cbaa39,2,instructions:u,5228918087
diff-Q,07,T8.6,8cbaa39,2,branches:u,1247396683
diff-Q,07,T8.6,8cbaa39,2,cycles:u,2974421462
diff-Q,07,T8.6,8cbaa39,2,branch-misses:u,1151063
diff-Q,07,T8.6,8cbaa39,2,L1-icache-load-misses:u,255902
diff-Q,07,T8.6,8cbaa39,3,instructions:u,5111533884
diff-Q,07,T8.6,8cbaa39,3,branches:u,1213318039
diff-Q,07,T8.6,8cbaa39,3,cycles:u,2893160357
diff-Q,07,T8.6,8cbaa39,3,branch-misses:u,1157731
diff-Q,07,T8.6,8cbaa39,3,L1-icache-load-misses:u,254580
diff-Q,07,T8.6,8cbaa39,4,instructions:u,5479676992
diff-Q,07,T8.6,8cbaa39,4,branches:u,1320197577
diff-Q,07,T8.6,8cbaa39,4,cycles:u,3144197447
diff-Q,07,T8.6,8cbaa39,4,branch-misses:u,1122128
diff-Q,07,T8.6,8cbaa39,4,L1-icache-load-misses:u,253559
diff-Q,07,T8.6,8cbaa39,5,instructions:u,5411492895
diff-Q,07,T8.6,8cbaa39,5,branches:u,1300402604
diff-Q,07,T8.6,8cbaa39,5,cycles:u,3092788140
diff-Q,07,T8.6,8cbaa39,5,branch-misses:u,1108155
diff-Q,07,T8.6,8cbaa39,5,L1-icache-load-misses:u,256292
diff-Q,08,T8.7,56042be,1,instructions:u,3979339847
diff-Q,08,T8.7,56042be,1,branches:u,884629399
diff-Q,08,T8.7,56042be,1,cycles:u,2362390090
diff-Q,08,T8.7,56042be,1,branch-misses:u,1230686
diff-Q,08,T8.7,56042be,1,L1-icache-load-misses:u,203056
diff-Q,08,T8.7,56042be,2,instructions:u,4731707706
diff-Q,08,T8.7,56042be,2,branches:u,1103059249
diff-Q,08,T8.7,56042be,2,cycles:u,2988340246
diff-Q,08,T8.7,56042be,2,branch-misses:u,1158796
diff-Q,08,T8.7,56042be,2,L1-icache-load-misses:u,201607
diff-Q,08,T8.7,56042be,3,instructions:u,4751666732
diff-Q,08,T8.7,56042be,3,branches:u,1108853603
diff-Q,08,T8.7,56042be,3,cycles:u,3005402614
diff-Q,08,T8.7,56042be,3,branch-misses:u,1158351
diff-Q,08,T8.7,56042be,3,L1-icache-load-misses:u,197244
diff-Q,08,T8.7,56042be,4,instructions:u,4943576275
diff-Q,08,T8.7,56042be,4,branches:u,1164568776
diff-Q,08,T8.7,56042be,4,cycles:u,3160107445
diff-Q,08,T8.7,56042be,4,branch-misses:u,1142385
diff-Q,08,T8.7,56042be,4,L1-icache-load-misses:u,198519
diff-Q,08,T8.7,56042be,5,instructions:u,4904237395
diff-Q,08,T8.7,56042be,5,branches:u,1153147965
diff-Q,08,T8.7,56042be,5,cycles:u,3127333575
diff-Q,08,T8.7,56042be,5,branch-misses:u,1128084
diff-Q,08,T8.7,56042be,5,L1-icache-load-misses:u,200947
diff-Q,09,T8.7b,ddac2cf,1,instructions:u,3861452851
diff-Q,09,T8.7b,ddac2cf,1,branches:u,850400588
diff-Q,09,T8.7b,ddac2cf,1,cycles:u,2266003751
diff-Q,09,T8.7b,ddac2cf,1,branch-misses:u,1215380
diff-Q,09,T8.7b,ddac2cf,1,L1-icache-load-misses:u,205513
diff-Q,09,T8.7b,ddac2cf,2,instructions:u,4669337824
diff-Q,09,T8.7b,ddac2cf,2,branches:u,1084948308
diff-Q,09,T8.7b,ddac2cf,2,cycles:u,2935499431
diff-Q,09,T8.7b,ddac2cf,2,branch-misses:u,1139719
diff-Q,09,T8.7b,ddac2cf,2,L1-icache-load-misses:u,203082
diff-Q,09,T8.7b,ddac2cf,3,instructions:u,4627188931
diff-Q,09,T8.7b,ddac2cf,3,branches:u,1072712320
diff-Q,09,T8.7b,ddac2cf,3,cycles:u,2901128913
diff-Q,09,T8.7b,ddac2cf,3,branch-misses:u,1143749
diff-Q,09,T8.7b,ddac2cf,3,L1-icache-load-misses:u,204689
diff-Q,09,T8.7b,ddac2cf,4,instructions:u,4769135191
diff-Q,09,T8.7b,ddac2cf,4,branches:u,1113922057
diff-Q,09,T8.7b,ddac2cf,4,cycles:u,3012016874
diff-Q,09,T8.7b,ddac2cf,4,branch-misses:u,1109560
diff-Q,09,T8.7b,ddac2cf,4,L1-icache-load-misses:u,201392
diff-Q,09,T8.7b,ddac2cf,5,instructions:u,4725880541
diff-Q,09,T8.7b,ddac2cf,5,branches:u,1101363332
diff-Q,09,T8.7b,ddac2cf,5,cycles:u,2979240977
diff-Q,09,T8.7b,ddac2cf,5,branch-misses:u,1108864
diff-Q,09,T8.7b,ddac2cf,5,L1-icache-load-misses:u,202630
diff-Q,10,T8.8,b9848bf,1,instructions:u,5032860674
diff-Q,10,T8.8,b9848bf,1,branches:u,1190487139
diff-Q,10,T8.8,b9848bf,1,cycles:u,2838748955
diff-Q,10,T8.8,b9848bf,1,branch-misses:u,1145044
diff-Q,10,T8.8,b9848bf,1,L1-icache-load-misses:u,271442
diff-Q,10,T8.8,b9848bf,2,instructions:u,5025510767
diff-Q,10,T8.8,b9848bf,2,branches:u,1188354155
diff-Q,10,T8.8,b9848bf,2,cycles:u,2831187518
diff-Q,10,T8.8,b9848bf,2,branch-misses:u,1140128
diff-Q,10,T8.8,b9848bf,2,L1-icache-load-misses:u,269819
diff-Q,10,T8.8,b9848bf,3,instructions:u,5067522676
diff-Q,10,T8.8,b9848bf,3,branches:u,1200550125
diff-Q,10,T8.8,b9848bf,3,cycles:u,2862092281
diff-Q,10,T8.8,b9848bf,3,branch-misses:u,1134963
diff-Q,10,T8.8,b9848bf,3,L1-icache-load-misses:u,273327
diff-Q,10,T8.8,b9848bf,4,instructions:u,5215010439
diff-Q,10,T8.8,b9848bf,4,branches:u,1243368724
diff-Q,10,T8.8,b9848bf,4,cycles:u,2957852645
diff-Q,10,T8.8,b9848bf,4,branch-misses:u,1113151
diff-Q,10,T8.8,b9848bf,4,L1-icache-load-misses:u,270578
diff-Q,10,T8.8,b9848bf,5,instructions:u,5091316366
diff-Q,10,T8.8,b9848bf,5,branches:u,1207457514
diff-Q,10,T8.8,b9848bf,5,cycles:u,2869963120
diff-Q,10,T8.8,b9848bf,5,branch-misses:u,1110121
diff-Q,10,T8.8,b9848bf,5,L1-icache-load-misses:u,272198
diff-Q,11,T8.9,e51a7e0,1,instructions:u,5065791466
diff-Q,11,T8.9,e51a7e0,1,branches:u,1071972137
diff-Q,11,T8.9,e51a7e0,1,cycles:u,2812684126
diff-Q,11,T8.9,e51a7e0,1,branch-misses:u,1593770
diff-Q,11,T8.9,e51a7e0,1,L1-icache-load-misses:u,235335
diff-Q,11,T8.9,e51a7e0,2,instructions:u,5075716151
diff-Q,11,T8.9,e51a7e0,2,branches:u,1074854019
diff-Q,11,T8.9,e51a7e0,2,cycles:u,2824478185
diff-Q,11,T8.9,e51a7e0,2,branch-misses:u,1609033
diff-Q,11,T8.9,e51a7e0,2,L1-icache-load-misses:u,233100
diff-Q,11,T8.9,e51a7e0,3,instructions:u,4728464473
diff-Q,11,T8.9,e51a7e0,3,branches:u,974039069
diff-Q,11,T8.9,e51a7e0,3,cycles:u,2534408982
diff-Q,11,T8.9,e51a7e0,3,branch-misses:u,1734568
diff-Q,11,T8.9,e51a7e0,3,L1-icache-load-misses:u,237752
diff-Q,11,T8.9,e51a7e0,4,instructions:u,5157787112
diff-Q,11,T8.9,e51a7e0,4,branches:u,1098680525
diff-Q,11,T8.9,e51a7e0,4,cycles:u,2883102744
diff-Q,11,T8.9,e51a7e0,4,branch-misses:u,1550008
diff-Q,11,T8.9,e51a7e0,4,L1-icache-load-misses:u,228071
diff-Q,11,T8.9,e51a7e0,5,instructions:u,5187735738
diff-Q,11,T8.9,e51a7e0,5,branches:u,1107375205
diff-Q,11,T8.9,e51a7e0,5,cycles:u,2906788630
diff-Q,11,T8.9,e51a7e0,5,branch-misses:u,1551970
diff-Q,11,T8.9,e51a7e0,5,L1-icache-load-misses:u,225633
