arm,commit,sha,round,row_index,row,wall_s
04,9ce9bb2,9ce9bb2,2,0,f7_n1000_bound_physics/MakeParameter,0.163873745
04,9ce9bb2,9ce9bb2,2,1,f7_n1000_bound_physics/MakeConstraint,0.033065039
04,9ce9bb2,9ce9bb2,2,2,f7_n1000_bound_physics/RelaxBounds,0.033204199
04,9ce9bb2,9ce9bb2,2,3,f7_n5000_bound_physics/MakeParameter,0.188992763
04,9ce9bb2,9ce9bb2,2,4,f7_n5000_bound_physics/MakeConstraint,0.180508744
04,9ce9bb2,9ce9bb2,2,5,f7_n5000_bound_physics/RelaxBounds,0.180808733
04,9ce9bb2,9ce9bb2,2,6,f7_n10000_bound_neutral/MakeParameter,0.562096583
04,9ce9bb2,9ce9bb2,2,7,f7_n10000_bound_neutral/MakeConstraint,0.542750787
04,9ce9bb2,9ce9bb2,2,8,f7_n10000_bound_neutral/RelaxBounds,0.544089540
04,9ce9bb2,9ce9bb2,2,9,f7_n20000_bound_neutral/MakeParameter,1.172376351
04,9ce9bb2,9ce9bb2,2,10,f7_n20000_bound_neutral/MakeConstraint,1.134829374
04,9ce9bb2,9ce9bb2,2,11,f7_n20000_bound_neutral/RelaxBounds,1.139281972
04,9ce9bb2,9ce9bb2,2,12,hs071_x1_fixed/MakeParameter,0.000187119
04,9ce9bb2,9ce9bb2,2,13,hs071_x1_fixed/MakeConstraint,0.000139139
04,9ce9bb2,9ce9bb2,2,14,hs071_x1_fixed/RelaxBounds,0.000137469
04,9ce9bb2,9ce9bb2,2,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016881258
04,9ce9bb2,9ce9bb2,2,16,hs071_x1_fixed/MakeParameter/cap1,0.000085259
04,9ce9bb2,9ce9bb2,2,17,infeas2_spike/MakeParameter/stalled,0.000631797
04,9ce9bb2,9ce9bb2,2,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000187589
04,9ce9bb2,9ce9bb2,3,0,f7_n1000_bound_physics/MakeParameter,0.144071001
04,9ce9bb2,9ce9bb2,3,1,f7_n1000_bound_physics/MakeConstraint,0.033138349
04,9ce9bb2,9ce9bb2,3,2,f7_n1000_bound_physics/RelaxBounds,0.033147429
04,9ce9bb2,9ce9bb2,3,3,f7_n5000_bound_physics/MakeParameter,0.189492781
04,9ce9bb2,9ce9bb2,3,4,f7_n5000_bound_physics/MakeConstraint,0.181212601
04,9ce9bb2,9ce9bb2,3,5,f7_n5000_bound_physics/RelaxBounds,0.181196190
04,9ce9bb2,9ce9bb2,3,6,f7_n10000_bound_neutral/MakeParameter,0.563607065
04,9ce9bb2,9ce9bb2,3,7,f7_n10000_bound_neutral/MakeConstraint,0.547824892
04,9ce9bb2,9ce9bb2,3,8,f7_n10000_bound_neutral/RelaxBounds,0.545620772
04,9ce9bb2,9ce9bb2,3,9,f7_n20000_bound_neutral/MakeParameter,1.187326259
04,9ce9bb2,9ce9bb2,3,10,f7_n20000_bound_neutral/MakeConstraint,1.141561491
04,9ce9bb2,9ce9bb2,3,11,f7_n20000_bound_neutral/RelaxBounds,1.141154073
04,9ce9bb2,9ce9bb2,3,12,hs071_x1_fixed/MakeParameter,0.000182479
04,9ce9bb2,9ce9bb2,3,13,hs071_x1_fixed/MakeConstraint,0.000136989
04,9ce9bb2,9ce9bb2,3,14,hs071_x1_fixed/RelaxBounds,0.000137050
04,9ce9bb2,9ce9bb2,3,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016868968
04,9ce9bb2,9ce9bb2,3,16,hs071_x1_fixed/MakeParameter/cap1,0.000097130
04,9ce9bb2,9ce9bb2,3,17,infeas2_spike/MakeParameter/stalled,0.000613747
04,9ce9bb2,9ce9bb2,3,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000194139
04,9ce9bb2,9ce9bb2,4,0,f7_n1000_bound_physics/MakeParameter,0.168912421
04,9ce9bb2,9ce9bb2,4,1,f7_n1000_bound_physics/MakeConstraint,0.033025130
04,9ce9bb2,9ce9bb2,4,2,f7_n1000_bound_physics/RelaxBounds,0.033216999
04,9ce9bb2,9ce9bb2,4,3,f7_n5000_bound_physics/MakeParameter,0.189439930
04,9ce9bb2,9ce9bb2,4,4,f7_n5000_bound_physics/MakeConstraint,0.180755943
04,9ce9bb2,9ce9bb2,4,5,f7_n5000_bound_physics/RelaxBounds,0.181002002
04,9ce9bb2,9ce9bb2,4,6,f7_n10000_bound_neutral/MakeParameter,0.565368347
04,9ce9bb2,9ce9bb2,4,7,f7_n10000_bound_neutral/MakeConstraint,0.542341249
04,9ce9bb2,9ce9bb2,4,8,f7_n10000_bound_neutral/RelaxBounds,0.544342349
04,9ce9bb2,9ce9bb2,4,9,f7_n20000_bound_neutral/MakeParameter,1.171518266
04,9ce9bb2,9ce9bb2,4,10,f7_n20000_bound_neutral/MakeConstraint,1.141800130
04,9ce9bb2,9ce9bb2,4,11,f7_n20000_bound_neutral/RelaxBounds,1.139870209
04,9ce9bb2,9ce9bb2,4,12,hs071_x1_fixed/MakeParameter,0.000179909
04,9ce9bb2,9ce9bb2,4,13,hs071_x1_fixed/MakeConstraint,0.000136480
04,9ce9bb2,9ce9bb2,4,14,hs071_x1_fixed/RelaxBounds,0.000137509
04,9ce9bb2,9ce9bb2,4,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016964608
04,9ce9bb2,9ce9bb2,4,16,hs071_x1_fixed/MakeParameter/cap1,0.000084409
04,9ce9bb2,9ce9bb2,4,17,infeas2_spike/MakeParameter/stalled,0.000612717
04,9ce9bb2,9ce9bb2,4,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000200649
04,9ce9bb2,9ce9bb2,5,0,f7_n1000_bound_physics/MakeParameter,0.134238118
04,9ce9bb2,9ce9bb2,5,1,f7_n1000_bound_physics/MakeConstraint,0.033136469
04,9ce9bb2,9ce9bb2,5,2,f7_n1000_bound_physics/RelaxBounds,0.033172439
04,9ce9bb2,9ce9bb2,5,3,f7_n5000_bound_physics/MakeParameter,0.189386701
04,9ce9bb2,9ce9bb2,5,4,f7_n5000_bound_physics/MakeConstraint,0.181994827
04,9ce9bb2,9ce9bb2,5,5,f7_n5000_bound_physics/RelaxBounds,0.181418790
04,9ce9bb2,9ce9bb2,5,6,f7_n10000_bound_neutral/MakeParameter,0.564083243
04,9ce9bb2,9ce9bb2,5,7,f7_n10000_bound_neutral/MakeConstraint,0.545209845
04,9ce9bb2,9ce9bb2,5,8,f7_n10000_bound_neutral/RelaxBounds,0.546209930
04,9ce9bb2,9ce9bb2,5,9,f7_n20000_bound_neutral/MakeParameter,1.180623192
04,9ce9bb2,9ce9bb2,5,10,f7_n20000_bound_neutral/MakeConstraint,1.137789610
04,9ce9bb2,9ce9bb2,5,11,f7_n20000_bound_neutral/RelaxBounds,1.138292507
04,9ce9bb2,9ce9bb2,5,12,hs071_x1_fixed/MakeParameter,0.000182470
04,9ce9bb2,9ce9bb2,5,13,hs071_x1_fixed/MakeConstraint,0.000138200
04,9ce9bb2,9ce9bb2,5,14,hs071_x1_fixed/RelaxBounds,0.000137199
04,9ce9bb2,9ce9bb2,5,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016946077
04,9ce9bb2,9ce9bb2,5,16,hs071_x1_fixed/MakeParameter/cap1,0.000082040
04,9ce9bb2,9ce9bb2,5,17,infeas2_spike/MakeParameter/stalled,0.000600787
04,9ce9bb2,9ce9bb2,5,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000191769
05,fix1,5124aa1,1,0,f7_n1000_bound_physics/MakeParameter,0.162770801
05,fix1,5124aa1,1,1,f7_n1000_bound_physics/MakeConstraint,0.032759521
05,fix1,5124aa1,1,2,f7_n1000_bound_physics/RelaxBounds,0.032858120
05,fix1,5124aa1,1,3,f7_n5000_bound_physics/MakeParameter,0.187064183
05,fix1,5124aa1,1,4,f7_n5000_bound_physics/MakeConstraint,0.181056331
05,fix1,5124aa1,1,5,f7_n5000_bound_physics/RelaxBounds,0.180731303
05,fix1,5124aa1,1,6,f7_n10000_bound_neutral/MakeParameter,0.556777289
05,fix1,5124aa1,1,7,f7_n10000_bound_neutral/MakeConstraint,0.539097844
05,fix1,5124aa1,1,8,f7_n10000_bound_neutral/RelaxBounds,0.534719516
05,fix1,5124aa1,1,9,f7_n20000_bound_neutral/MakeParameter,1.163360086
05,fix1,5124aa1,1,10,f7_n20000_bound_neutral/MakeConstraint,1.115163869
05,fix1,5124aa1,1,11,f7_n20000_bound_neutral/RelaxBounds,1.122066196
05,fix1,5124aa1,1,12,hs071_x1_fixed/MakeParameter,0.000180229
05,fix1,5124aa1,1,13,hs071_x1_fixed/MakeConstraint,0.000138199
05,fix1,5124aa1,1,14,hs071_x1_fixed/RelaxBounds,0.000140190
05,fix1,5124aa1,1,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016919588
05,fix1,5124aa1,1,16,hs071_x1_fixed/MakeParameter/cap1,0.000081730
05,fix1,5124aa1,1,17,infeas2_spike/MakeParameter/stalled,0.000622467
05,fix1,5124aa1,1,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000189429
05,fix1,5124aa1,1,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.058763565
05,fix1,5124aa1,1,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000190849
05,fix1,5124aa1,2,0,f7_n1000_bound_physics/MakeParameter,0.144667528
05,fix1,5124aa1,2,1,f7_n1000_bound_physics/MakeConstraint,0.033114759
05,fix1,5124aa1,2,2,f7_n1000_bound_physics/RelaxBounds,0.032921431
05,fix1,5124aa1,2,3,f7_n5000_bound_physics/MakeParameter,0.188786044
05,fix1,5124aa1,2,4,f7_n5000_bound_physics/MakeConstraint,0.182691874
05,fix1,5124aa1,2,5,f7_n5000_bound_physics/RelaxBounds,0.182727904
05,fix1,5124aa1,2,6,f7_n10000_bound_neutral/MakeParameter,0.561089658
05,fix1,5124aa1,2,7,f7_n10000_bound_neutral/MakeConstraint,0.542029200
05,fix1,5124aa1,2,8,f7_n10000_bound_neutral/RelaxBounds,0.537679451
05,fix1,5124aa1,2,9,f7_n20000_bound_neutral/MakeParameter,1.169411966
05,fix1,5124aa1,2,10,f7_n20000_bound_neutral/MakeConstraint,1.161851403
05,fix1,5124aa1,2,11,f7_n20000_bound_neutral/RelaxBounds,1.130880553
05,fix1,5124aa1,2,12,hs071_x1_fixed/MakeParameter,0.000181960
05,fix1,5124aa1,2,13,hs071_x1_fixed/MakeConstraint,0.000137470
05,fix1,5124aa1,2,14,hs071_x1_fixed/RelaxBounds,0.000142050
05,fix1,5124aa1,2,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016947618
05,fix1,5124aa1,2,16,hs071_x1_fixed/MakeParameter/cap1,0.000082120
05,fix1,5124aa1,2,17,infeas2_spike/MakeParameter/stalled,0.000613567
05,fix1,5124aa1,2,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000187609
05,fix1,5124aa1,2,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.058166728
05,fix1,5124aa1,2,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000207289
05,fix1,5124aa1,3,0,f7_n1000_bound_physics/MakeParameter,0.115901458
05,fix1,5124aa1,3,1,f7_n1000_bound_physics/MakeConstraint,0.032929481
05,fix1,5124aa1,3,2,f7_n1000_bound_physics/RelaxBounds,0.032961300
05,fix1,5124aa1,3,3,f7_n5000_bound_physics/MakeParameter,0.188444985
05,fix1,5124aa1,3,4,f7_n5000_bound_physics/MakeConstraint,0.182326195
05,fix1,5124aa1,3,5,f7_n5000_bound_physics/RelaxBounds,0.181696459
05,fix1,5124aa1,3,6,f7_n10000_bound_neutral/MakeParameter,0.560794029
05,fix1,5124aa1,3,7,f7_n10000_bound_neutral/MakeConstraint,0.547463424
05,fix1,5124aa1,3,8,f7_n10000_bound_neutral/RelaxBounds,0.537297944
05,fix1,5124aa1,3,9,f7_n20000_bound_neutral/MakeParameter,1.167743834
05,fix1,5124aa1,3,10,f7_n20000_bound_neutral/MakeConstraint,1.123271320
05,fix1,5124aa1,3,11,f7_n20000_bound_neutral/RelaxBounds,1.128517645
05,fix1,5124aa1,3,12,hs071_x1_fixed/MakeParameter,0.000178929
05,fix1,5124aa1,3,13,hs071_x1_fixed/MakeConstraint,0.000140539
05,fix1,5124aa1,3,14,hs071_x1_fixed/RelaxBounds,0.000137639
05,fix1,5124aa1,3,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.017060297
05,fix1,5124aa1,3,16,hs071_x1_fixed/MakeParameter/cap1,0.000083670
05,fix1,5124aa1,3,17,infeas2_spike/MakeParameter/stalled,0.000620667
05,fix1,5124aa1,3,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000196869
05,fix1,5124aa1,3,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.058009948
05,fix1,5124aa1,3,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000192089
05,fix1,5124aa1,4,0,f7_n1000_bound_physics/MakeParameter,0.127097033
05,fix1,5124aa1,4,1,f7_n1000_bound_physics/MakeConstraint,0.032909841
05,fix1,5124aa1,4,2,f7_n1000_bound_physics/RelaxBounds,0.032869790
05,fix1,5124aa1,4,3,f7_n5000_bound_physics/MakeParameter,0.188172367
05,fix1,5124aa1,4,4,f7_n5000_bound_physics/MakeConstraint,0.182094647
05,fix1,5124aa1,4,5,f7_n5000_bound_physics/RelaxBounds,0.181774178
05,fix1,5124aa1,4,6,f7_n10000_bound_neutral/MakeParameter,0.559349806
05,fix1,5124aa1,4,7,f7_n10000_bound_neutral/MakeConstraint,0.540180219
05,fix1,5124aa1,4,8,f7_n10000_bound_neutral/RelaxBounds,0.539377943
05,fix1,5124aa1,4,9,f7_n20000_bound_neutral/MakeParameter,1.171429626
05,fix1,5124aa1,4,10,f7_n20000_bound_neutral/MakeConstraint,1.125992677
05,fix1,5124aa1,4,11,f7_n20000_bound_neutral/RelaxBounds,1.132569975
05,fix1,5124aa1,4,12,hs071_x1_fixed/MakeParameter,0.000181949
05,fix1,5124aa1,4,13,hs071_x1_fixed/MakeConstraint,0.000139620
05,fix1,5124aa1,4,14,hs071_x1_fixed/RelaxBounds,0.000141669
05,fix1,5124aa1,4,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.017579354
05,fix1,5124aa1,4,16,hs071_x1_fixed/MakeParameter/cap1,0.000083420
05,fix1,5124aa1,4,17,infeas2_spike/MakeParameter/stalled,0.000628277
05,fix1,5124aa1,4,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000201369
05,fix1,5124aa1,4,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.057936459
05,fix1,5124aa1,4,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000195179
05,fix1,5124aa1,5,0,f7_n1000_bound_physics/MakeParameter,1.023787622
05,fix1,5124aa1,5,1,f7_n1000_bound_physics/MakeConstraint,0.033073040
05,fix1,5124aa1,5,2,f7_n1000_bound_physics/RelaxBounds,0.033117379
05,fix1,5124aa1,5,3,f7_n5000_bound_physics/MakeParameter,0.188352696
05,fix1,5124aa1,5,4,f7_n5000_bound_physics/MakeConstraint,0.182060457
05,fix1,5124aa1,5,5,f7_n5000_bound_physics/RelaxBounds,0.181676789
05,fix1,5124aa1,5,6,f7_n10000_bound_neutral/MakeParameter,0.564602800
05,fix1,5124aa1,5,7,f7_n10000_bound_neutral/MakeConstraint,0.541756521
05,fix1,5124aa1,5,8,f7_n10000_bound_neutral/RelaxBounds,0.538180219
05,fix1,5124aa1,5,9,f7_n20000_bound_neutral/MakeParameter,1.169298907
05,fix1,5124aa1,5,10,f7_n20000_bound_neutral/MakeConstraint,1.121959916
05,fix1,5124aa1,5,11,f7_n20000_bound_neutral/RelaxBounds,1.127410329
05,fix1,5124aa1,5,12,hs071_x1_fixed/MakeParameter,0.000182179
05,fix1,5124aa1,5,13,hs071_x1_fixed/MakeConstraint,0.000138359
05,fix1,5124aa1,5,14,hs071_x1_fixed/RelaxBounds,0.000137759
05,fix1,5124aa1,5,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016895938
05,fix1,5124aa1,5,16,hs071_x1_fixed/MakeParameter/cap1,0.000083030
05,fix1,5124aa1,5,17,infeas2_spike/MakeParameter/stalled,0.000616647
05,fix1,5124aa1,5,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000303898
05,fix1,5124aa1,5,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.057964859
05,fix1,5124aa1,5,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000201059
06,T8.4,3c8e43b,1,0,f7_n1000_bound_physics/MakeParameter,0.233012689
06,T8.4,3c8e43b,1,1,f7_n1000_bound_physics/MakeConstraint,0.032844590
06,T8.4,3c8e43b,1,2,f7_n1000_bound_physics/RelaxBounds,0.032715561
06,T8.4,3c8e43b,1,3,f7_n5000_bound_physics/MakeParameter,0.187357380
06,T8.4,3c8e43b,1,4,f7_n5000_bound_physics/MakeConstraint,0.190237417
06,T8.4,3c8e43b,1,5,f7_n5000_bound_physics/RelaxBounds,0.180816403
06,T8.4,3c8e43b,1,6,f7_n10000_bound_neutral/MakeParameter,0.557564965
06,T8.4,3c8e43b,1,7,f7_n10000_bound_neutral/MakeConstraint,0.538439668
06,T8.4,3c8e43b,1,8,f7_n10000_bound_neutral/RelaxBounds,0.539098664
06,T8.4,3c8e43b,1,9,f7_n20000_bound_neutral/MakeParameter,1.163073447
06,T8.4,3c8e43b,1,10,f7_n20000_bound_neutral/MakeConstraint,1.117369719
06,T8.4,3c8e43b,1,11,f7_n20000_bound_neutral/RelaxBounds,1.121150170
06,T8.4,3c8e43b,1,12,hs071_x1_fixed/MakeParameter,0.000181070
06,T8.4,3c8e43b,1,13,hs071_x1_fixed/MakeConstraint,0.000141060
06,T8.4,3c8e43b,1,14,hs071_x1_fixed/RelaxBounds,0.000140800
06,T8.4,3c8e43b,1,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016765649
06,T8.4,3c8e43b,1,16,hs071_x1_fixed/MakeParameter/cap1,0.000082169
06,T8.4,3c8e43b,1,17,infeas2_spike/MakeParameter/stalled,0.000633397
06,T8.4,3c8e43b,1,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000288419
06,T8.4,3c8e43b,1,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.057637310
06,T8.4,3c8e43b,1,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000192009
06,T8.4,3c8e43b,2,0,f7_n1000_bound_physics/MakeParameter,0.156884888
06,T8.4,3c8e43b,2,1,f7_n1000_bound_physics/MakeConstraint,0.033156590
06,T8.4,3c8e43b,2,2,f7_n1000_bound_physics/RelaxBounds,0.032924970
06,T8.4,3c8e43b,2,3,f7_n5000_bound_physics/MakeParameter,0.189278121
06,T8.4,3c8e43b,2,4,f7_n5000_bound_physics/MakeConstraint,0.182681644
06,T8.4,3c8e43b,2,5,f7_n5000_bound_physics/RelaxBounds,0.182861953
06,T8.4,3c8e43b,2,6,f7_n10000_bound_neutral/MakeParameter,0.561445816
06,T8.4,3c8e43b,2,7,f7_n10000_bound_neutral/MakeConstraint,0.541235714
06,T8.4,3c8e43b,2,8,f7_n10000_bound_neutral/RelaxBounds,0.541998880
06,T8.4,3c8e43b,2,9,f7_n20000_bound_neutral/MakeParameter,1.171215998
06,T8.4,3c8e43b,2,10,f7_n20000_bound_neutral/MakeConstraint,1.124083986
06,T8.4,3c8e43b,2,11,f7_n20000_bound_neutral/RelaxBounds,1.129375960
06,T8.4,3c8e43b,2,12,hs071_x1_fixed/MakeParameter,0.000181599
06,T8.4,3c8e43b,2,13,hs071_x1_fixed/MakeConstraint,0.000144779
06,T8.4,3c8e43b,2,14,hs071_x1_fixed/RelaxBounds,0.000141509
06,T8.4,3c8e43b,2,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016877419
06,T8.4,3c8e43b,2,16,hs071_x1_fixed/MakeParameter/cap1,0.000083899
06,T8.4,3c8e43b,2,17,infeas2_spike/MakeParameter/stalled,0.000742586
06,T8.4,3c8e43b,2,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000194509
06,T8.4,3c8e43b,2,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.058229907
06,T8.4,3c8e43b,2,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000193729
06,T8.4,3c8e43b,3,0,f7_n1000_bound_physics/MakeParameter,0.191322551
06,T8.4,3c8e43b,3,1,f7_n1000_bound_physics/MakeConstraint,0.032969610
06,T8.4,3c8e43b,3,2,f7_n1000_bound_physics/RelaxBounds,0.033095710
06,T8.4,3c8e43b,3,3,f7_n5000_bound_physics/MakeParameter,0.188235856
06,T8.4,3c8e43b,3,4,f7_n5000_bound_physics/MakeConstraint,0.182221716
06,T8.4,3c8e43b,3,5,f7_n5000_bound_physics/RelaxBounds,0.181793818
06,T8.4,3c8e43b,3,6,f7_n10000_bound_neutral/MakeParameter,0.562276152
06,T8.4,3c8e43b,3,7,f7_n10000_bound_neutral/MakeConstraint,0.544329279
06,T8.4,3c8e43b,3,8,f7_n10000_bound_neutral/RelaxBounds,0.541446903
06,T8.4,3c8e43b,3,9,f7_n20000_bound_neutral/MakeParameter,1.170565510
06,T8.4,3c8e43b,3,10,f7_n20000_bound_neutral/MakeConstraint,1.124252085
06,T8.4,3c8e43b,3,11,f7_n20000_bound_neutral/RelaxBounds,1.129253391
06,T8.4,3c8e43b,3,12,hs071_x1_fixed/MakeParameter,0.000188180
06,T8.4,3c8e43b,3,13,hs071_x1_fixed/MakeConstraint,0.000137649
06,T8.4,3c8e43b,3,14,hs071_x1_fixed/RelaxBounds,0.000139689
06,T8.4,3c8e43b,3,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.017124606
06,T8.4,3c8e43b,3,16,hs071_x1_fixed/MakeParameter/cap1,0.000084120
06,T8.4,3c8e43b,3,17,infeas2_spike/MakeParameter/stalled,0.000609387
06,T8.4,3c8e43b,3,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000192149
06,T8.4,3c8e43b,3,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.057987909
06,T8.4,3c8e43b,3,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000191839
06,T8.4,3c8e43b,4,0,f7_n1000_bound_physics/MakeParameter,0.184164547
06,T8.4,3c8e43b,4,1,f7_n1000_bound_physics/MakeConstraint,0.032959880
06,T8.4,3c8e43b,4,2,f7_n1000_bound_physics/RelaxBounds,0.032980700
06,T8.4,3c8e43b,4,3,f7_n5000_bound_physics/MakeParameter,0.190416456
06,T8.4,3c8e43b,4,4,f7_n5000_bound_physics/MakeConstraint,0.182365305
06,T8.4,3c8e43b,4,5,f7_n5000_bound_physics/RelaxBounds,0.181971427
06,T8.4,3c8e43b,4,6,f7_n10000_bound_neutral/MakeParameter,0.560821869
06,T8.4,3c8e43b,4,7,f7_n10000_bound_neutral/MakeConstraint,0.543180664
06,T8.4,3c8e43b,4,8,f7_n10000_bound_neutral/RelaxBounds,0.539848370
06,T8.4,3c8e43b,4,9,f7_n20000_bound_neutral/MakeParameter,1.175797565
06,T8.4,3c8e43b,4,10,f7_n20000_bound_neutral/MakeConstraint,1.137155383
06,T8.4,3c8e43b,4,11,f7_n20000_bound_neutral/RelaxBounds,1.129249511
06,T8.4,3c8e43b,4,12,hs071_x1_fixed/MakeParameter,0.000181440
06,T8.4,3c8e43b,4,13,hs071_x1_fixed/MakeConstraint,0.000143330
06,T8.4,3c8e43b,4,14,hs071_x1_fixed/RelaxBounds,0.000143159
06,T8.4,3c8e43b,4,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.017073407
06,T8.4,3c8e43b,4,16,hs071_x1_fixed/MakeParameter/cap1,0.000082790
06,T8.4,3c8e43b,4,17,infeas2_spike/MakeParameter/stalled,0.000633647
06,T8.4,3c8e43b,4,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000189529
06,T8.4,3c8e43b,4,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.058276558
06,T8.4,3c8e43b,4,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000191539
06,T8.4,3c8e43b,5,0,f7_n1000_bound_physics/MakeParameter,0.203690052
06,T8.4,3c8e43b,5,1,f7_n1000_bound_physics/MakeConstraint,0.033039280
06,T8.4,3c8e43b,5,2,f7_n1000_bound_physics/RelaxBounds,0.032947230
06,T8.4,3c8e43b,5,3,f7_n5000_bound_physics/MakeParameter,0.188445426
06,T8.4,3c8e43b,5,4,f7_n5000_bound_physics/MakeConstraint,0.181979887
06,T8.4,3c8e43b,5,5,f7_n5000_bound_physics/RelaxBounds,0.182231366
06,T8.4,3c8e43b,5,6,f7_n10000_bound_neutral/MakeParameter,0.560180572
06,T8.4,3c8e43b,5,7,f7_n10000_bound_neutral/MakeConstraint,0.541901991
06,T8.4,3c8e43b,5,8,f7_n10000_bound_neutral/RelaxBounds,0.538188719
06,T8.4,3c8e43b,5,9,f7_n20000_bound_neutral/MakeParameter,1.170505571
06,T8.4,3c8e43b,5,10,f7_n20000_bound_neutral/MakeConstraint,1.125322670
06,T8.4,3c8e43b,5,11,f7_n20000_bound_neutral/RelaxBounds,1.130803384
06,T8.4,3c8e43b,5,12,hs071_x1_fixed/MakeParameter,0.000180110
06,T8.4,3c8e43b,5,13,hs071_x1_fixed/MakeConstraint,0.000140139
06,T8.4,3c8e43b,5,14,hs071_x1_fixed/RelaxBounds,0.000139520
06,T8.4,3c8e43b,5,15,f7_n1000_bound_neutral/MakeParameter/cap1,0.016992698
06,T8.4,3c8e43b,5,16,hs071_x1_fixed/MakeParameter/cap1,0.000082560
06,T8.4,3c8e43b,5,17,infeas2_spike/MakeParameter/stalled,0.000639827
06,T8.4,3c8e43b,5,18,infeas2_stationary/MakeParameter/resto_infeasible,0.000189469
06,T8.4,3c8e43b,5,19,f7_n1000_bound_neutral/MakeParameter/solve_optimize,0.060419007
06,T8.4,3c8e43b,5,20,hs071_x1_fixed/MakeParameter/solve_optimize,0.000194659
