arm,task,sha,mode,cell,round,instructions,branches,cycles,branch_misses,l1_icache_load_misses
a06,T8.5,8f95655,walk,f7_n5000_bound_neutral,3,1335655259,202646984,433559070,1221131,57098
a06,T8.5,8f95655,walk,f7_n5000_bound_neutral,4,1335661234,202649275,436118676,1231988,53596
a06,T8.5,8f95655,walk,f7_n5000_bound_neutral,5,1335655280,202646983,435342661,1224446,55569
a06,T8.5,8f95655,walk,f7_n20000_bound_neutral,1,5645590157,858093846,1867241903,4834937,219707
a06,T8.5,8f95655,walk,f7_n20000_bound_neutral,2,5645597312,858096466,1867479165,4845937,221252
a06,T8.5,8f95655,walk,f7_n20000_bound_neutral,3,5645596587,858096247,1869686847,4835660,218077
a06,T8.5,8f95655,walk,f7_n20000_bound_neutral,4,5645596567,858096246,1871512947,4818138,206264
a06,T8.5,8f95655,walk,f7_n20000_bound_neutral,5,5645596578,858096250,1871786893,4871624,211125
a07,T8.6,8cbaa39,ipm,f7_n1000_bound_neutral,1,749459317,112898740,243787930,533063,92508
a07,T8.6,8cbaa39,ipm,f7_n1000_bound_neutral,2,749464708,112900763,244693646,550070,93675
a07,T8.6,8cbaa39,ipm,f7_n1000_bound_neutral,3,749465786,112901088,244477275,549400,93435
a07,T8.6,8cbaa39,ipm,f7_n1000_bound_neutral,4,749465784,112901090,244317825,550727,86830
a07,T8.6,8cbaa39,ipm,f7_n1000_bound_neutral,5,749465779,112901080,243671207,546815,96393
a07,T8.6,8cbaa39,ipm,f7_n5000_bound_neutral,1,3836083250,577433755,1234384999,2113547,455702
a07,T8.6,8cbaa39,ipm,f7_n5000_bound_neutral,2,3836088950,577435867,1236092991,2111258,456127
a07,T8.6,8cbaa39,ipm,f7_n5000_bound_neutral,3,3836090058,577436226,1238113746,2115577,449303
a07,T8.6,8cbaa39,ipm,f7_n5000_bound_neutral,4,3836090050,577436217,1236459517,2122702,427366
a07,T8.6,8cbaa39,ipm,f7_n5000_bound_neutral,5,3836088948,577435881,1230679303,2120168,461481
a07,T8.6,8cbaa39,ipm,f7_n20000_bound_neutral,1,15965049261,2406771958,5312826364,8488763,1731732
a07,T8.6,8cbaa39,ipm,f7_n20000_bound_neutral,2,15965050368,2406772295,5311701807,8511921,1748747
a07,T8.6,8cbaa39,ipm,f7_n20000_bound_neutral,3,15965049272,2406771934,5299006418,8514631,1758946
a07,T8.6,8cbaa39,ipm,f7_n20000_bound_neutral,4,15965042866,2406769560,5305075162,8485900,1728037
a07,T8.6,8cbaa39,ipm,f7_n20000_bound_neutral,5,15965043650,2406769847,5295141355,8495839,1743818
a07,T8.6,8cbaa39,ssn,f7_n1000_bound_neutral,1,488891240,77393941,179662678,591015,37939
a07,T8.6,8cbaa39,ssn,f7_n1000_bound_neutral,2,488891953,77394207,179717050,600369,38256
a07,T8.6,8cbaa39,ssn,f7_n1000_bound_neutral,3,488889555,77393293,180084215,590065,39260
a07,T8.6,8cbaa39,ssn,f7_n1000_bound_neutral,4,488897550,77396290,180008478,587920,37069
a07,T8.6,8cbaa39,ssn,f7_n1000_bound_neutral,5,488897325,77396223,180208720,590698,40389
a07,T8.6,8cbaa39,ssn,f7_n5000_bound_neutral,1,2630723401,414210907,960055093,2362916,187787
a07,T8.6,8cbaa39,ssn,f7_n5000_bound_neutral,2,2630716333,414208276,958156247,2325530,186404
a07,T8.6,8cbaa39,ssn,f7_n5000_bound_neutral,3,2630723344,414210915,959280437,2362163,181896
a07,T8.6,8cbaa39,ssn,f7_n5000_bound_neutral,4,2630717136,414208592,958031429,2355415,182871
a07,T8.6,8cbaa39,ssn,f7_n5000_bound_neutral,5,2630723587,414210997,955212204,2220908,191119
a07,T8.6,8cbaa39,ssn,f7_n20000_bound_neutral,1,11682947196,1836667935,4354005191,9794330,771008
a07,T8.6,8cbaa39,ssn,f7_n20000_bound_neutral,2,11682943769,1836666663,4362365568,9765823,773202
a07,T8.6,8cbaa39,ssn,f7_n20000_bound_neutral,3,11682940179,1836665317,4363057419,9745735,764918
a07,T8.6,8cbaa39,ssn,f7_n20000_bound_neutral,4,11682948173,1836669089,4535203572,9756178,774946
a07,T8.6,8cbaa39,ssn,f7_n20000_bound_neutral,5,11682940159,1836665316,4344847118,9134039,788611
a07,T8.6,8cbaa39,walk,f7_n1000_bound_neutral,1,261642870,39806231,88704686,305448,17140
a07,T8.6,8cbaa39,walk,f7_n1000_bound_neutral,2,261642921,39806245,88482186,306519,17506
a07,T8.6,8cbaa39,walk,f7_n1000_bound_neutral,3,261642859,39806221,88369107,305508,17027
a07,T8.6,8cbaa39,walk,f7_n1000_bound_neutral,4,261642889,39806235,88068295,303372,18135
a07,T8.6,8cbaa39,walk,f7_n1000_bound_neutral,5,261642912,39806242,88395924,307014,18030
a07,T8.6,8cbaa39,walk,f7_n5000_bound_neutral,1,1335657567,202647511,439687869,1208192,63528
a07,T8.6,8cbaa39,walk,f7_n5000_bound_neutral,2,1335663079,202649779,440391900,1253027,67076
a07,T8.6,8cbaa39,walk,f7_n5000_bound_neutral,3,1335662457,202649552,440544452,1263213,62057
a07,T8.6,8cbaa39,walk,f7_n5000_bound_neutral,4,1335662298,202649537,439262926,1258848,64186
a07,T8.6,8cbaa39,walk,f7_n5000_bound_neutral,5,1335633695,202638819,438039636,1263030,63668
a07,T8.6,8cbaa39,walk,f7_n20000_bound_neutral,1,5645597565,858096487,1888849048,4957069,235882
a07,T8.6,8cbaa39,walk,f7_n20000_bound_neutral,2,5645598246,858096699,1894393279,4979843,237464
a07,T8.6,8cbaa39,walk,f7_n20000_bound_neutral,3,5645598279,858096706,1892453040,4955314,236085
a07,T8.6,8cbaa39,walk,f7_n20000_bound_neutral,4,5645598288,858096716,1884204153,4964614,259625
a07,T8.6,8cbaa39,walk,f7_n20000_bound_neutral,5,5645598250,858096703,1884322895,4935552,242990
a08,T8.7,56042be,ipm,f7_n1000_bound_neutral,1,749464334,112900676,242389639,541515,142013
a08,T8.7,56042be,ipm,f7_n1000_bound_neutral,2,749458353,112898434,241909843,540844,143862
a08,T8.7,56042be,ipm,f7_n1000_bound_neutral,3,749460771,112899258,244058863,553656,140792
a08,T8.7,56042be,ipm,f7_n1000_bound_neutral,4,749464372,112900693,244576494,552508,139341
a08,T8.7,56042be,ipm,f7_n1000_bound_neutral,5,749458470,112898475,244418193,550192,140008
a08,T8.7,56042be,ipm,f7_n5000_bound_neutral,1,3836089743,577436148,1247230764,2061014,694893
a08,T8.7,56042be,ipm,f7_n5000_bound_neutral,2,3836089780,577436171,1223372932,2058275,682221
a08,T8.7,56042be,ipm,f7_n5000_bound_neutral,3,3836080938,577432929,1234442870,2151929,647202
a08,T8.7,56042be,ipm,f7_n5000_bound_neutral,4,3836080082,577432606,1231394934,2116931,645750
a08,T8.7,56042be,ipm,f7_n5000_bound_neutral,5,3836083363,577433849,1231512318,2127822,648431
a08,T8.7,56042be,ipm,f7_n20000_bound_neutral,1,15965042451,2406769379,5268110548,8350476,2518057
a08,T8.7,56042be,ipm,f7_n20000_bound_neutral,2,15965048957,2406771890,5276137684,8420768,2493011
a08,T8.7,56042be,ipm,f7_n20000_bound_neutral,3,15965048977,2406771903,5284623861,8452042,2453177
a08,T8.7,56042be,ipm,f7_n20000_bound_neutral,4,15965050090,2406772244,5312817901,8460342,2486399
a08,T8.7,56042be,ipm,f7_n20000_bound_neutral,5,15965048965,2406771896,5286752469,8421494,2522610
a08,T8.7,56042be,ssn,f7_n1000_bound_neutral,1,488896967,77396149,178842184,582180,40472
a08,T8.7,56042be,ssn,f7_n1000_bound_neutral,2,488897210,77396219,179161350,597232,41030
a08,T8.7,56042be,ssn,f7_n1000_bound_neutral,3,488896980,77396151,179768888,607172,40514
a08,T8.7,56042be,ssn,f7_n1000_bound_neutral,4,488897230,77396225,180210808,603673,41544
a08,T8.7,56042be,ssn,f7_n1000_bound_neutral,5,488897234,77396225,180135210,608505,38654
a08,T8.7,56042be,ssn,f7_n5000_bound_neutral,1,2630723012,414210850,945383437,2281221,198244
a08,T8.7,56042be,ssn,f7_n5000_bound_neutral,2,2630723271,414210931,953880893,2356746,204872
a08,T8.7,56042be,ssn,f7_n5000_bound_neutral,3,2630723275,414210932,952035103,2350189,201833
a08,T8.7,56042be,ssn,f7_n5000_bound_neutral,4,2630718949,414209312,953578107,2347349,205847
a08,T8.7,56042be,ssn,f7_n5000_bound_neutral,5,2630722631,414210691,952828139,2339617,201363
a08,T8.7,56042be,ssn,f7_n20000_bound_neutral,1,11682941262,1836665763,4311667746,9454669,844867
a08,T8.7,56042be,ssn,f7_n20000_bound_neutral,2,11682946905,1836667874,4332623748,9863129,835597
a08,T8.7,56042be,ssn,f7_n20000_bound_neutral,3,11682946897,1836667882,4338554129,9858188,838104
a08,T8.7,56042be,ssn,f7_n20000_bound_neutral,4,11682946639,1836667797,4350521443,9822962,830636
a08,T8.7,56042be,ssn,f7_n20000_bound_neutral,5,11682946673,1836667799,4343723567,9798887,824081
a08,T8.7,56042be,walk,f7_n1000_bound_neutral,1,261641812,39805936,87311437,301207,18099
a08,T8.7,56042be,walk,f7_n1000_bound_neutral,2,261641826,39805944,87908805,304892,18158
a08,T8.7,56042be,walk,f7_n1000_bound_neutral,3,261633292,39802741,88445061,312479,18534
a08,T8.7,56042be,walk,f7_n1000_bound_neutral,4,261641911,39805919,87852815,299113,18461
a08,T8.7,56042be,walk,f7_n1000_bound_neutral,5,261642581,39806171,88375586,306827,18016
a08,T8.7,56042be,walk,f7_n5000_bound_neutral,1,1335656305,202647298,435186576,1236569,68595
a08,T8.7,56042be,walk,f7_n5000_bound_neutral,2,1335662687,202649699,439122161,1271483,70248
a08,T8.7,56042be,walk,f7_n5000_bound_neutral,3,1335661931,202649471,437032514,1252392,70411
a08,T8.7,56042be,walk,f7_n5000_bound_neutral,4,1335655121,202646912,437245426,1258778,69160
a08,T8.7,56042be,walk,f7_n5000_bound_neutral,5,1335662712,202649702,438831516,1265678,69573
a08,T8.7,56042be,walk,f7_n20000_bound_neutral,1,5645597925,858096628,1867209821,4869866,266579
a08,T8.7,56042be,walk,f7_n20000_bound_neutral,2,5645597970,858096650,1874545279,4984673,268878
a08,T8.7,56042be,walk,f7_n20000_bound_neutral,3,5645597978,858096661,1878766006,4980552,268455
a08,T8.7,56042be,walk,f7_n20000_bound_neutral,4,5645592864,858095524,1882341263,4984269,264269
a08,T8.7,56042be,walk,f7_n20000_bound_neutral,5,5645591592,858094255,1875876818,4996565,258354
a09,T8.7b,ddac2cf,ipm,f7_n1000_bound_neutral,1,749465520,112901039,244761389,553829,60490
a09,T8.7b,ddac2cf,ipm,f7_n1000_bound_neutral,2,749464412,112900705,244559775,552084,54584
a09,T8.7b,ddac2cf,ipm,f7_n1000_bound_neutral,3,749444827,112893364,243406221,547807,59102
a09,T8.7b,ddac2cf,ipm,f7_n1000_bound_neutral,4,749454701,112897073,243982611,548139,57572
a09,T8.7b,ddac2cf,ipm,f7_n1000_bound_neutral,5,749457704,112898191,244478987,551009,60197
a09,T8.7b,ddac2cf,ipm,f7_n5000_bound_neutral,1,3836083618,577433969,1238881315,2138525,227119
a09,T8.7b,ddac2cf,ipm,f7_n5000_bound_neutral,2,3836084248,577433942,1235344193,2120114,229909
a09,T8.7b,ddac2cf,ipm,f7_n5000_bound_neutral,3,3836088763,577435887,1238546676,2120057,244670
a09,T8.7b,ddac2cf,ipm,f7_n5000_bound_neutral,4,3836088767,577435890,1239336749,2125766,239176
a09,T8.7b,ddac2cf,ipm,f7_n5000_bound_neutral,5,3836080156,577432681,1238041206,2125192,219760
a09,T8.7b,ddac2cf,ipm,f7_n20000_bound_neutral,1,15965044140,2406770296,5325456684,8545207,869245
a09,T8.7b,ddac2cf,ipm,f7_n20000_bound_neutral,2,15965050376,2406772550,5315164046,8512239,855157
a09,T8.7b,ddac2cf,ipm,f7_n20000_bound_neutral,3,15965048318,2406771755,5317955253,8530821,870427
a09,T8.7b,ddac2cf,ipm,f7_n20000_bound_neutral,4,15965049323,2406772231,5322355740,8446666,889176
a09,T8.7b,ddac2cf,ipm,f7_n20000_bound_neutral,5,15965041602,2406769337,5324530816,8514334,853607
a09,T8.7b,ddac2cf,ssn,f7_n1000_bound_neutral,1,488897245,77396249,180280122,598329,33531
a09,T8.7b,ddac2cf,ssn,f7_n1000_bound_neutral,2,488891220,77394005,179469783,608876,33650
a09,T8.7b,ddac2cf,ssn,f7_n1000_bound_neutral,3,488897216,77396227,179948189,600533,33503
a09,T8.7b,ddac2cf,ssn,f7_n1000_bound_neutral,4,488897008,77396165,179457912,597236,33545
a09,T8.7b,ddac2cf,ssn,f7_n1000_bound_neutral,5,488897257,77396249,179685673,598387,31520
a09,T8.7b,ddac2cf,ssn,f7_n5000_bound_neutral,1,2630723364,414210992,955414189,2346557,160011
a09,T8.7b,ddac2cf,ssn,f7_n5000_bound_neutral,2,2630723112,414210922,959435772,2337615,159065
a09,T8.7b,ddac2cf,ssn,f7_n5000_bound_neutral,3,2630723130,414210922,955779588,2337664,158367
a09,T8.7b,ddac2cf,ssn,f7_n5000_bound_neutral,4,2630723370,414210992,955325731,2345759,160273
a09,T8.7b,ddac2cf,ssn,f7_n5000_bound_neutral,5,2630723330,414210978,954809859,2339375,153073
a09,T8.7b,ddac2cf,ssn,f7_n20000_bound_neutral,1,11682946860,1836668052,4343906422,9810053,665612
a09,T8.7b,ddac2cf,ssn,f7_n20000_bound_neutral,2,11682941765,1836666130,4349785197,9761067,662364
a09,T8.7b,ddac2cf,ssn,f7_n20000_bound_neutral,3,11682947126,1836668139,4346142166,9769514,654714
a09,T8.7b,ddac2cf,ssn,f7_n20000_bound_neutral,4,11682943150,1836667242,4360913396,9814742,651334
a09,T8.7b,ddac2cf,ssn,f7_n20000_bound_neutral,5,11682941825,1836666179,4345120748,9798521,624325
a09,T8.7b,ddac2cf,walk,f7_n1000_bound_neutral,1,261628052,39800763,88162470,302258,15894
a09,T8.7b,ddac2cf,walk,f7_n1000_bound_neutral,2,261642699,39806203,88082052,302715,15634
a09,T8.7b,ddac2cf,walk,f7_n1000_bound_neutral,3,261642683,39806197,87933582,307417,16021
a09,T8.7b,ddac2cf,walk,f7_n1000_bound_neutral,4,261641929,39805969,88204601,304252,15425
a09,T8.7b,ddac2cf,walk,f7_n1000_bound_neutral,5,261642692,39806200,88161497,302155,15188
a09,T8.7b,ddac2cf,walk,f7_n5000_bound_neutral,1,1335662730,202649723,439622043,1249663,54783
a09,T8.7b,ddac2cf,walk,f7_n5000_bound_neutral,2,1335661983,202649504,439102959,1245931,57509
a09,T8.7b,ddac2cf,walk,f7_n5000_bound_neutral,3,1335662753,202649732,438785360,1247967,54666
a09,T8.7b,ddac2cf,walk,f7_n5000_bound_neutral,4,1335587021,202621332,437362023,1252466,54160
a09,T8.7b,ddac2cf,walk,f7_n5000_bound_neutral,5,1335585902,202620913,438284537,1249355,54018
a09,T8.7b,ddac2cf,walk,f7_n20000_bound_neutral,1,5645597467,858096574,1888162280,4942516,213140
a09,T8.7b,ddac2cf,walk,f7_n20000_bound_neutral,2,5645598170,858096788,1885745914,4963648,214851
a09,T8.7b,ddac2cf,walk,f7_n20000_bound_neutral,3,5645597409,858096570,1887951603,4959879,204479
a09,T8.7b,ddac2cf,walk,f7_n20000_bound_neutral,4,5645598148,858096780,1886095257,4939819,196099
a09,T8.7b,ddac2cf,walk,f7_n20000_bound_neutral,5,5645591432,858094310,1887382600,4951619,199236
a10,T8.8,b9848bf,ipm,f7_n1000_bound_neutral,1,749468945,112901008,244446782,567559,81415
a10,T8.8,b9848bf,ipm,f7_n1000_bound_neutral,2,749467946,112900703,243982329,564794,81000
a10,T8.8,b9848bf,ipm,f7_n1000_bound_neutral,3,749462382,112898620,245155880,566040,80972
a10,T8.8,b9848bf,ipm,f7_n1000_bound_neutral,4,749463418,112898934,243331994,565588,79617
a10,T8.8,b9848bf,ipm,f7_n1000_bound_neutral,5,749468991,112901024,244203647,565667,79635
a10,T8.8,b9848bf,ipm,f7_n5000_bound_neutral,1,3836106252,577435890,1232484991,2161862,344804
a10,T8.8,b9848bf,ipm,f7_n5000_bound_neutral,2,3836098790,577433016,1233023208,2165527,360439
a10,T8.8,b9848bf,ipm,f7_n5000_bound_neutral,3,3836106288,577435901,1233200004,2163152,349074
a10,T8.8,b9848bf,ipm,f7_n5000_bound_neutral,4,3836101677,577434102,1233296152,2166350,349252
a10,T8.8,b9848bf,ipm,f7_n5000_bound_neutral,5,3836106297,577435905,1231678620,2147085,353117
a10,T8.8,b9848bf,ipm,f7_n20000_bound_neutral,1,15965120416,2406772551,5314375265,8739638,1409643
a10,T8.8,b9848bf,ipm,f7_n20000_bound_neutral,2,15965120343,2406772490,5307596217,8756917,1407049
a10,T8.8,b9848bf,ipm,f7_n20000_bound_neutral,3,15965111987,2406769437,5295738112,8753823,1448032
a10,T8.8,b9848bf,ipm,f7_n20000_bound_neutral,4,15965119309,2406772212,5305890922,8716006,1393850
a10,T8.8,b9848bf,ipm,f7_n20000_bound_neutral,5,15965119327,2406772220,5300068952,8702743,1398174
a10,T8.8,b9848bf,ssn,f7_n1000_bound_neutral,1,488892413,77393120,181053232,624496,33060
a10,T8.8,b9848bf,ssn,f7_n1000_bound_neutral,2,488900406,77396144,181099440,630069,34346
a10,T8.8,b9848bf,ssn,f7_n1000_bound_neutral,3,488900665,77396231,180908839,619293,33714
a10,T8.8,b9848bf,ssn,f7_n1000_bound_neutral,4,488900380,77396130,180580338,617918,33184
a10,T8.8,b9848bf,ssn,f7_n1000_bound_neutral,5,488900661,77396217,180913069,622156,34546
a10,T8.8,b9848bf,ssn,f7_n5000_bound_neutral,1,2630740594,414210903,957446629,2394899,171501
a10,T8.8,b9848bf,ssn,f7_n5000_bound_neutral,2,2630740817,414210981,956745379,2352865,175022
a10,T8.8,b9848bf,ssn,f7_n5000_bound_neutral,3,2630740593,414210914,958184598,2415592,175315
a10,T8.8,b9848bf,ssn,f7_n5000_bound_neutral,4,2630732762,414208076,962807622,2404883,172298
a10,T8.8,b9848bf,ssn,f7_n5000_bound_neutral,5,2630740539,414210900,959663826,2424576,171373
a10,T8.8,b9848bf,ssn,f7_n20000_bound_neutral,1,11683011905,1836666195,4367998131,10121126,710866
a10,T8.8,b9848bf,ssn,f7_n20000_bound_neutral,2,11683011413,1836665997,4362998254,10172398,722350
a10,T8.8,b9848bf,ssn,f7_n20000_bound_neutral,3,11683012299,1836666332,4364204270,10081979,730266
a10,T8.8,b9848bf,ssn,f7_n20000_bound_neutral,4,11683017155,1836668210,4366026061,10020028,704526
a10,T8.8,b9848bf,ssn,f7_n20000_bound_neutral,5,11683016831,1836668062,4359181246,10109537,713672
a10,T8.8,b9848bf,walk,f7_n1000_bound_neutral,1,261637061,39804135,88329814,313842,14954
a10,T8.8,b9848bf,walk,f7_n1000_bound_neutral,2,261641925,39805960,88696062,317468,15066
a10,T8.8,b9848bf,walk,f7_n1000_bound_neutral,3,261641904,39805957,88118319,310994,15222
a10,T8.8,b9848bf,walk,f7_n1000_bound_neutral,4,261642642,39806179,87928636,306745,14753
a10,T8.8,b9848bf,walk,f7_n1000_bound_neutral,5,261642689,39806189,88416622,313078,15029
a10,T8.8,b9848bf,walk,f7_n5000_bound_neutral,1,1335662738,202649719,438853878,1280522,53011
a10,T8.8,b9848bf,walk,f7_n5000_bound_neutral,2,1335662703,202649713,442116584,1282723,54194
a10,T8.8,b9848bf,walk,f7_n5000_bound_neutral,3,1335592265,202623341,438665872,1283223,53822
a10,T8.8,b9848bf,walk,f7_n5000_bound_neutral,4,1335655480,202647001,438368761,1283916,53946
a10,T8.8,b9848bf,walk,f7_n5000_bound_neutral,5,1335662721,202649716,438255383,1292403,54023
a10,T8.8,b9848bf,walk,f7_n20000_bound_neutral,1,5645597325,858096496,1884680052,5091521,198255
a10,T8.8,b9848bf,walk,f7_n20000_bound_neutral,2,5645598094,858096750,1883508260,5100603,209223
a10,T8.8,b9848bf,walk,f7_n20000_bound_neutral,3,5645597374,858096529,1883681885,5092495,201920
a10,T8.8,b9848bf,walk,f7_n20000_bound_neutral,4,5645580966,858090328,1880980560,5079018,198580
a10,T8.8,b9848bf,walk,f7_n20000_bound_neutral,5,5645598122,858096758,1884633927,5083719,206973
a11,T8.9,e51a7e0,ipm,f7_n1000_bound_neutral,1,749462339,112898601,242168607,554345,58598
a11,T8.9,e51a7e0,ipm,f7_n1000_bound_neutral,2,749469005,112901023,242562680,554193,59496
a11,T8.9,e51a7e0,ipm,f7_n1000_bound_neutral,3,749469015,112901028,242317136,555053,58937
a11,T8.9,e51a7e0,ipm,f7_n1000_bound_neutral,4,749467933,112900698,241682658,555362,59320
a11,T8.9,e51a7e0,ipm,f7_n1000_bound_neutral,5,749467954,112900705,242750217,559677,62177
a11,T8.9,e51a7e0,ipm,f7_n5000_bound_neutral,1,3836107417,577436242,1224091835,2117873,277725
a11,T8.9,e51a7e0,ipm,f7_n5000_bound_neutral,2,3836106361,577435914,1228612229,2130946,276440
a11,T8.9,e51a7e0,ipm,f7_n5000_bound_neutral,3,3836106362,577435911,1220685534,2117971,276769
a11,T8.9,e51a7e0,ipm,f7_n5000_bound_neutral,4,3836106351,577435912,1222407862,2125785,280485
a11,T8.9,e51a7e0,ipm,f7_n5000_bound_neutral,5,3836106361,577435913,1222099050,2117643,274439
a11,T8.9,e51a7e0,ipm,f7_n20000_bound_neutral,1,15965115159,2406770549,5261912930,8481027,1015747
a11,T8.9,e51a7e0,ipm,f7_n20000_bound_neutral,2,15965112822,2406769679,5258443518,8530166,998185
a11,T8.9,e51a7e0,ipm,f7_n20000_bound_neutral,3,15965104884,2406766707,5256486845,8448668,1009147
a11,T8.9,e51a7e0,ipm,f7_n20000_bound_neutral,4,15965120460,2406772546,5265895627,8488326,2030899
a11,T8.9,e51a7e0,ipm,f7_n20000_bound_neutral,5,15965119314,2406772191,5262059183,8513254,995268
a11,T8.9,e51a7e0,ssn,f7_n1000_bound_neutral,1,488895838,77394391,178439675,593943,31232
a11,T8.9,e51a7e0,ssn,f7_n1000_bound_neutral,2,488900692,77396217,178573822,597143,31397
a11,T8.9,e51a7e0,ssn,f7_n1000_bound_neutral,3,488900501,77396163,178982423,594680,32566
a11,T8.9,e51a7e0,ssn,f7_n1000_bound_neutral,4,488900963,77396481,179846395,603486,30833
a11,T8.9,e51a7e0,ssn,f7_n1000_bound_neutral,5,488900712,77396226,179140088,605603,29658
a11,T8.9,e51a7e0,ssn,f7_n5000_bound_neutral,1,2630740861,414210982,948325493,2334094,148070
a11,T8.9,e51a7e0,ssn,f7_n5000_bound_neutral,2,2630740617,414210914,948292814,2346728,150905
a11,T8.9,e51a7e0,ssn,f7_n5000_bound_neutral,3,2630740611,414210898,948397799,2339361,148792
a11,T8.9,e51a7e0,ssn,f7_n5000_bound_neutral,4,2630740901,414211017,950015464,2338621,149737
a11,T8.9,e51a7e0,ssn,f7_n5000_bound_neutral,5,2630740624,414210919,954089558,2364997,145936
a11,T8.9,e51a7e0,ssn,f7_n20000_bound_neutral,1,11683017089,1836668095,4322479049,9828045,613799
a11,T8.9,e51a7e0,ssn,f7_n20000_bound_neutral,2,11683017202,1836668121,4317770512,9776174,618222
a11,T8.9,e51a7e0,ssn,f7_n20000_bound_neutral,3,11683017051,1836668081,4313921872,9769113,611372
a11,T8.9,e51a7e0,ssn,f7_n20000_bound_neutral,4,11683012014,1836666192,4323706696,9819030,618787
a11,T8.9,e51a7e0,ssn,f7_n20000_bound_neutral,5,11683017084,1836668105,4320384981,9827911,607451
a11,T8.9,e51a7e0,walk,f7_n1000_bound_neutral,1,261634761,39803237,88212858,307412,15623
a11,T8.9,e51a7e0,walk,f7_n1000_bound_neutral,2,261642677,39806179,87813608,299948,16845
a11,T8.9,e51a7e0,walk,f7_n1000_bound_neutral,3,261636333,39803853,87586635,304644,16844
a11,T8.9,e51a7e0,walk,f7_n1000_bound_neutral,4,261636205,39803801,87714625,306148,16737
a11,T8.9,e51a7e0,walk,f7_n1000_bound_neutral,5,261636873,39804001,87662697,310927,16128
a11,T8.9,e51a7e0,walk,f7_n5000_bound_neutral,1,1335656028,202647240,457339246,1260237,57663
a11,T8.9,e51a7e0,walk,f7_n5000_bound_neutral,2,1335662794,202649726,435909493,1258192,60461
a11,T8.9,e51a7e0,walk,f7_n5000_bound_neutral,3,1335662045,202649494,440182245,1263257,60463
a11,T8.9,e51a7e0,walk,f7_n5000_bound_neutral,4,1335633035,202638564,435650589,1260865,60560
a11,T8.9,e51a7e0,walk,f7_n5000_bound_neutral,5,1335662801,202649728,435886308,1258425,58074
a11,T8.9,e51a7e0,walk,f7_n20000_bound_neutral,1,5645597469,858096560,1874021878,4983684,224529
a11,T8.9,e51a7e0,walk,f7_n20000_bound_neutral,2,5645592720,858094722,1875677678,4974682,227138
a11,T8.9,e51a7e0,walk,f7_n20000_bound_neutral,3,5645598219,858096787,1869489052,4988597,225163
a11,T8.9,e51a7e0,walk,f7_n20000_bound_neutral,4,5645599193,858096878,1873044051,4980128,234464
a11,T8.9,e51a7e0,walk,f7_n20000_bound_neutral,5,5645597449,858096535,1871299811,4973262,225147
