=== arm: serial
rep9 head wide n=60 reps=15 median_s=0.002327 min_s=0.002302 flag=0 xnorm2=1.3750963021836506
rep9 head wide n=120 reps=15 median_s=0.007627 min_s=0.007317 flag=0 xnorm2=2.7501926043856093
rep9 head wide n=240 reps=15 median_s=0.036225 min_s=0.035941 flag=0 xnorm2=5.5003852082409646
=== arm: threaded
rep1 base wide n=60 reps=15 median_s=0.002194 min_s=0.002175 flag=0 xnorm2=1.3750963021836506
rep1 base wide n=120 reps=15 median_s=0.007573 min_s=0.007221 flag=0 xnorm2=2.7501926043856093
rep1 base wide n=240 reps=15 median_s=0.035015 min_s=0.034856 flag=0 xnorm2=5.5003852082409646
rep1 head wide n=60 reps=15 median_s=0.002170 min_s=0.002158 flag=0 xnorm2=1.3750963021836506
rep1 head wide n=120 reps=15 median_s=0.007505 min_s=0.007191 flag=0 xnorm2=2.7501926043856093
rep1 head wide n=240 reps=15 median_s=0.034494 min_s=0.034021 flag=0 xnorm2=5.5003852082409646
rep2 base wide n=60 reps=15 median_s=0.002191 min_s=0.002183 flag=0 xnorm2=1.3750963021836506
rep2 base wide n=120 reps=15 median_s=0.007585 min_s=0.007231 flag=0 xnorm2=2.7501926043856093
rep2 base wide n=240 reps=15 median_s=0.034994 min_s=0.034864 flag=0 xnorm2=5.5003852082409646
rep2 head wide n=60 reps=15 median_s=0.002165 min_s=0.002154 flag=0 xnorm2=1.3750963021836506
rep2 head wide n=120 reps=15 median_s=0.007451 min_s=0.007178 flag=0 xnorm2=2.7501926043856093
rep2 head wide n=240 reps=15 median_s=0.034171 min_s=0.033981 flag=0 xnorm2=5.5003852082409646
rep3 base wide n=60 reps=15 median_s=0.002189 min_s=0.002171 flag=0 xnorm2=1.3750963021836506
rep3 base wide n=120 reps=15 median_s=0.007572 min_s=0.007265 flag=0 xnorm2=2.7501926043856093
rep3 base wide n=240 reps=15 median_s=0.035039 min_s=0.034920 flag=0 xnorm2=5.5003852082409646
rep3 head wide n=60 reps=15 median_s=0.002193 min_s=0.002155 flag=0 xnorm2=1.3750963021836506
rep3 head wide n=120 reps=15 median_s=0.007448 min_s=0.007138 flag=0 xnorm2=2.7501926043856093
rep3 head wide n=240 reps=15 median_s=0.034115 min_s=0.033941 flag=0 xnorm2=5.5003852082409646
rep4 base wide n=60 reps=15 median_s=0.002195 min_s=0.002184 flag=0 xnorm2=1.3750963021836506
rep4 base wide n=120 reps=15 median_s=0.007637 min_s=0.007272 flag=0 xnorm2=2.7501926043856093
rep4 base wide n=240 reps=15 median_s=0.034996 min_s=0.034864 flag=0 xnorm2=5.5003852082409646
rep4 head wide n=60 reps=15 median_s=0.002158 min_s=0.002145 flag=0 xnorm2=1.3750963021836506
rep4 head wide n=120 reps=15 median_s=0.007485 min_s=0.007127 flag=0 xnorm2=2.7501926043856093
rep4 head wide n=240 reps=15 median_s=0.034116 min_s=0.033924 flag=0 xnorm2=5.5003852082409646
rep5 base wide n=60 reps=15 median_s=0.002196 min_s=0.002176 flag=0 xnorm2=1.3750963021836506
rep5 base wide n=120 reps=15 median_s=0.007633 min_s=0.007261 flag=0 xnorm2=2.7501926043856093
rep5 base wide n=240 reps=15 median_s=0.035102 min_s=0.034869 flag=0 xnorm2=5.5003852082409646
rep5 head wide n=60 reps=15 median_s=0.002173 min_s=0.002160 flag=0 xnorm2=1.3750963021836506
rep5 head wide n=120 reps=15 median_s=0.007451 min_s=0.007150 flag=0 xnorm2=2.7501926043856093
rep5 head wide n=240 reps=15 median_s=0.034214 min_s=0.034102 flag=0 xnorm2=5.5003852082409646
rep6 base wide n=60 reps=15 median_s=0.002195 min_s=0.002179 flag=0 xnorm2=1.3750963021836506
rep6 base wide n=120 reps=15 median_s=0.007586 min_s=0.007267 flag=0 xnorm2=2.7501926043856093
rep6 base wide n=240 reps=15 median_s=0.034946 min_s=0.034885 flag=0 xnorm2=5.5003852082409646
rep6 head wide n=60 reps=15 median_s=0.002168 min_s=0.002154 flag=0 xnorm2=1.3750963021836506
rep6 head wide n=120 reps=15 median_s=0.007471 min_s=0.007134 flag=0 xnorm2=2.7501926043856093
rep6 head wide n=240 reps=15 median_s=0.034113 min_s=0.033985 flag=0 xnorm2=5.5003852082409646
rep7 base wide n=60 reps=15 median_s=0.002867 min_s=0.002226 flag=0 xnorm2=1.3750963021836506
rep7 base wide n=120 reps=15 median_s=0.007569 min_s=0.007376 flag=0 xnorm2=2.7501926043856093
rep7 base wide n=240 reps=15 median_s=0.035053 min_s=0.034872 flag=0 xnorm2=5.5003852082409646
rep7 head wide n=60 reps=15 median_s=0.002158 min_s=0.002152 flag=0 xnorm2=1.3750963021836506
rep7 head wide n=120 reps=15 median_s=0.007485 min_s=0.007117 flag=0 xnorm2=2.7501926043856093
rep7 head wide n=240 reps=15 median_s=0.034055 min_s=0.033979 flag=0 xnorm2=5.5003852082409646
rep8 base wide n=60 reps=15 median_s=0.002195 min_s=0.002182 flag=0 xnorm2=1.3750963021836506
rep8 base wide n=120 reps=15 median_s=0.007537 min_s=0.007285 flag=0 xnorm2=2.7501926043856093
rep8 base wide n=240 reps=15 median_s=0.035118 min_s=0.034908 flag=0 xnorm2=5.5003852082409646
rep8 head wide n=60 reps=15 median_s=0.002182 min_s=0.002160 flag=0 xnorm2=1.3750963021836506
rep8 head wide n=120 reps=15 median_s=0.007482 min_s=0.007123 flag=0 xnorm2=2.7501926043856093
rep8 head wide n=240 reps=15 median_s=0.034416 min_s=0.033934 flag=0 xnorm2=5.5003852082409646
rep9 base wide n=60 reps=15 median_s=0.002874 min_s=0.002859 flag=0 xnorm2=1.3750963021836506
rep9 base wide n=120 reps=15 median_s=0.010011 min_s=0.009602 flag=0 xnorm2=2.7501926043856093
rep9 base wide n=240 reps=15 median_s=0.034955 min_s=0.034904 flag=0 xnorm2=5.5003852082409646
rep9 head wide n=60 reps=15 median_s=0.002160 min_s=0.002152 flag=0 xnorm2=1.3750963021836506
rep9 head wide n=120 reps=15 median_s=0.007451 min_s=0.007152 flag=0 xnorm2=2.7501926043856093
rep9 head wide n=240 reps=15 median_s=0.034123 min_s=0.034031 flag=0 xnorm2=5.5003852082409646
