kind,symbol,file,line,text
accelerate_call,SparseFactorization,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_interface.h,722,template <typename MatrixType_; int UpLo_; SparseFactorization_t Solver_; bool EnforceSquare_>
accelerate_call,SparseFactorization,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_interface.h,740,template <typename MatrixType_; int UpLo_; SparseFactorization_t Solver_; bool EnforceSquare_>
accelerate_call,SparseFactorization,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_interface.h,760,template <typename MatrixType_; int UpLo_; SparseFactorization_t Solver_; bool EnforceSquare_>
accelerate_call,SparseFactorization,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_interface.h,776,template <typename MatrixType_; int UpLo_; SparseFactorization_t Solver_; bool EnforceSquare_>
accelerate_call,SparseSolve,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_interface.h,826,// run) -- Accelerate's SparseSolve itself tolerates it. WITH iterative
accelerate_call,SparseSolve,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_interface.h,828,// original b" AFTER SparseSolve has already overwritten xmat.data; and
accelerate_call,SparseSolve,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_interface.h,835,// SparseSolve overload instead: it destroys b; which the refinement block
accelerate_call,SparseSolve,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_interface.h,863,SparseSolve(*m_numericFactorization; bmat; xmat; ws);
accelerate_call,SparseSolve,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_interface.h,866,// effect: Apple's SDK passes the factorization to SparseSolve() BY VALUE
accelerate_call,SparseSolve,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_interface.h,896,SparseSolve(*m_numericFactorization; ref_mat; ws);
accelerate_call,SparseFactorization,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_interface.h,914,template <typename MatrixType_; int UpLo_; SparseFactorization_t Solver_; bool EnforceSquare_>
accelerate_call,SparseFactorization,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_interface.h,946,template <typename MatrixType_; int UpLo_; SparseFactorization_t Solver_; bool EnforceSquare_>
accelerate_call,SparseFactorization,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_interface.h,959,template <typename MatrixType_; int UpLo_; SparseFactorization_t Solver_; bool EnforceSquare_>
accelerate_call,SparseFactorization,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_interface.h,973,template <typename MatrixType_; int UpLo_; SparseFactorization_t Solver_; bool EnforceSquare_>
accelerate_call,SparseFactorization,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_interface.h,980,template <typename MatrixType_; int UpLo_; SparseFactorization_t Solver_; bool EnforceSquare_>
accelerate_call,SparseFactorization,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_interface.h,1002,template <typename MatrixType_; int UpLo_; SparseFactorization_t Solver_; bool EnforceSquare_>
accelerate_call,SparseFactor,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_utils.h,99,auto sym = SparseFactor(SparseFactorizationLDLTTPP; structure; fopts);
accelerate_call,SparseFactor,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_utils.h,101,auto num = SparseFactor(sym; A);
accelerate_call,SparseCleanup,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_utils.h,102,// Apple requires SparseCleanup even for a FAILED factorization.
accelerate_call,SparseCleanup,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_utils.h,103,SparseCleanup(num);
accelerate_call,SparseCleanup,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_utils.h,105,SparseCleanup(sym);
accelerate_call,SparseSolverBase,tycho/psiopt/include/tycho/detail/solvers/linear/pardiso_interface.h,93,template <class Derived> class PardisoImpl : public SparseSolverBase<Derived> {
accelerate_call,SparseSolverBase,tycho/psiopt/include/tycho/detail/solvers/linear/pardiso_interface.h,95,typedef SparseSolverBase<Derived> Base;
accelerate_call,SparseSolverConcept,tycho/psiopt/include/tycho/detail/solvers/linear/pardiso_interface.h,429,* \sa \ref TutorialSparseSolverConcept; class SparseLU
accelerate_call,SparseSolverConcept,tycho/psiopt/include/tycho/detail/solvers/linear/pardiso_interface.h,479,* \sa \ref TutorialSparseSolverConcept; class SimplicialLLT
accelerate_call,SparseSolverConcept,tycho/psiopt/include/tycho/detail/solvers/linear/pardiso_interface.h,538,* \sa \ref TutorialSparseSolverConcept; class SimplicialLDLT
accelerate_call,SparseSolve,tycho/psiopt/tests/test_accelerate_interface.cpp,324,// Pre-fix this is worse than stale: the main SparseSolve no-ops; then the
accelerate_call,SparseSolve,tycho/psiopt/tests/test_accelerate_interface.cpp,326,// it works fine); the inner SparseSolve also no-ops leaving r as the raw
accelerate_call,SparseSolve,tycho/psiopt/tests/test_accelerate_interface.cpp,354,// a buffer SparseSolve had already overwritten; silently corrupting x.
thread_control,mkl_set_num_threads,tycho/psiopt/include/tycho/detail/solvers/jet.h,51,/// mkl_set_num_threads(); leaving it set after a Jet job that ran on the
thread_control,mkl_set_num_threads_local,tycho/psiopt/include/tycho/detail/solvers/jet.h,55,MklLocalPinGuard() : prev_(mkl_set_num_threads_local(1)) {}
thread_control,mkl_set_num_threads_local,tycho/psiopt/include/tycho/detail/solvers/jet.h,56,~MklLocalPinGuard() { mkl_set_num_threads_local(prev_); }
thread_control,BLASSetThreading,tycho/psiopt/include/tycho/detail/solvers/jet.h,164,// Per-thread single-threaded mode (BLASSetThreading is
thread_control,BLASSetThreading,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_utils.h,21,// BLASSetThreading (macOS 15+) provides per-thread dynamic control via
thread_control,VECLIB_MAXIMUM_THREADS,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_utils.h,24,// VECLIB_MAXIMUM_THREADS at the first BLAS call.
thread_control,VECLIB_MAXIMUM_THREADS,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_utils.h,26,// VECLIB_MAXIMUM_THREADS is read exactly once — at the first BLAS call.
thread_control,BLASSetThreading,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_utils.h,27,// setenv() after that point is a no-op. BLASSetThreading is the only
thread_control,VECLIB_MAXIMUM_THREADS,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_utils.h,110,// allocators). VECLIB_MAXIMUM_THREADS must be set before the first BLAS call;
thread_control,VECLIB_MAXIMUM_THREADS,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_utils.h,113,setenv("VECLIB_MAXIMUM_THREADS"; std::to_string(num_threads).c_str(); 1);
thread_control,BLASSetThreading,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_utils.h,122,// On macOS 15+; uses BLASSetThreading (per-thread; thread-local).
thread_control,VECLIB_MAXIMUM_THREADS,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_utils.h,123,// On older systems; falls back to VECLIB_MAXIMUM_THREADS env var
thread_control,BLASSetThreading,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_utils.h,128,// BLASSetThreading is API_AVAILABLE(macos(15.0)) and therefore weak-linked;
thread_control,BLASSetThreading,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_utils.h,133,BLASSetThreading(BLAS_THREADING_SINGLE_THREADED);
thread_control,BLASSetThreading,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_utils.h,135,BLASSetThreading(BLAS_THREADING_MULTI_THREADED);
thread_control,VECLIB_MAXIMUM_THREADS,tycho/psiopt/include/tycho/detail/solvers/linear/accelerate_utils.h,139,setenv("VECLIB_MAXIMUM_THREADS"; std::to_string(num_threads).c_str(); 1);
thread_control,VECLIB_MAXIMUM_THREADS,tycho/psiopt/include/tycho/detail/solvers/solver_init.h,9,/// On Accelerate: sets VECLIB_MAXIMUM_THREADS; triggers a trivial BLAS call;
thread_control,mkl_set_num_threads_local,tycho/psiopt/src/psiopt.cpp,631,mkl_set_num_threads_local(settings_.qp_threads_);
thread_control,BLASSetThreading,tycho/psiopt/src/psiopt.cpp,3286,// BLASSetThreading on macOS 15+; or detail::MklLocalPinGuard in jet.h on
thread_control,mkl_set_num_threads_local,tycho/psiopt/src/psiopt.cpp,3312,mkl_set_num_threads_local(settings_.qp_threads_);
thread_control,mkl_set_num_threads,tycho/psiopt/tests/test_jet_mkl_guard.cpp,6,// mkl_set_num_threads() PSIOPT applies; an unreset pin on the calling
thread_control,mkl_set_num_threads_local,tycho/psiopt/tests/test_jet_mkl_guard.cpp,29,// global default (ctor captures mkl_set_num_threads_local's return).
thread_control,mkl_set_num_threads_local,tycho/psiopt/tests/test_jet_mkl_guard.cpp,30,mkl_set_num_threads_local(2);
thread_control,mkl_set_num_threads_local,tycho/psiopt/tests/test_jet_mkl_guard.cpp,32,mkl_set_num_threads_local(0);
thread_control,mkl_set_num_threads_local,tycho/psiopt/tests/test_jet_mkl_guard.cpp,40,mkl_set_num_threads_local(0); // revert to global for later tests
parameter_write,iparm[34],tycho_sqp/include/tycho_sqp/kkt_system.h,30,// indexing (iparm[34] = 1) so Eigen's outerIndexPtr()/innerIndexPtr()/
parameter_write,iparm_[34],tycho_sqp/include/tycho_sqp/kkt_system.h,279,iparm_[34] = 1; // zero-based (C-style) CSR indexing
parameter_write,iparm_[7],tycho_sqp/include/tycho_sqp/kkt_system.h,328,iparm_[7] = 0; // MKL requires zero refinement steps for phase-33x solves
parameter_write,iparm_[7],tycho_sqp/include/tycho_sqp/kkt_system.h,332,iparm_[7] = saved_refinement_steps;
parameter_write,iparm_[7],tycho_sqp/include/tycho_sqp/kkt_system.h,335,iparm_[7] = saved_refinement_steps;
parameter_write,iparm[12],tycho_sqp/tests/test_kkt_inertia_probe.cpp,18,// table and derivation): with pardiso's default settings (iparm[12] = 1;
parameter_read,iparm[7],tycho_sqp/include/tycho_sqp/kkt_system.h,62,// additionally requires zero refinement steps (iparm[7] == 0) during
parameter_read,iparm[12],tycho_sqp/include/tycho_sqp/kkt_system.h,75,// active matching/scaling (iparm[12] != 0 taking effect on larger
parameter_read,iparm[21],tycho_sqp/include/tycho_sqp/kkt_system.h,81,Index num_pos_eigs() const; // iparm[21]
parameter_read,iparm[22],tycho_sqp/include/tycho_sqp/kkt_system.h,82,Index num_neg_eigs() const; // iparm[22]
parameter_read,iparm[13],tycho_sqp/include/tycho_sqp/kkt_system.h,86,Index num_perturbed_pivots() const; // iparm[13]
parameter_read,iparm[7],tycho_sqp/include/tycho_sqp/kkt_system.h,103,// rhs size; then runs `phase` with iparm[7] (refinement steps) forced to
parameter_read,iparm[7],tycho_sqp/include/tycho_sqp/kkt_system.h,106,// wrong result"). The previous iparm[7] value is restored afterward so
parameter_read,iparm_[7],tycho_sqp/include/tycho_sqp/kkt_system.h,327,const MKL_INT saved_refinement_steps = iparm_[7];
parameter_read,iparm_[21],tycho_sqp/include/tycho_sqp/kkt_system.h,351,inline Index KktSystem::num_pos_eigs() const { return static_cast<Index>(iparm_[21]); }
parameter_read,iparm_[22],tycho_sqp/include/tycho_sqp/kkt_system.h,353,inline Index KktSystem::num_neg_eigs() const { return static_cast<Index>(iparm_[22]); }
parameter_read,iparm_[13],tycho_sqp/include/tycho_sqp/kkt_system.h,355,inline Index KktSystem::num_perturbed_pivots() const { return static_cast<Index>(iparm_[13]); }
parameter_read,iparm[13],tycho_sqp/include/tycho_sqp/kkt_system_accelerate.h,405,// input (error 0; iparm[13] > 0); Accelerate reports
phase_call,pardisoinit,tycho_sqp/include/tycho_sqp/kkt_system.h,120,bool initialized_ = false; // pardisoinit() has been called at least once
phase_call,pardiso,tycho_sqp/include/tycho_sqp/kkt_system.h,235,pardiso(pt_.data(); &maxfct; &mnum; &kMtype; &phase; &n; nullptr; nullptr; nullptr;
phase_call,pardiso,tycho_sqp/include/tycho_sqp/kkt_system.h,253,pardiso(pt_.data(); &maxfct; &mnum; &kMtype; &phase; &n; a; ia; ja; perm_.data(); &nrhs;
phase_call,pardisoinit,tycho_sqp/include/tycho_sqp/kkt_system.h,278,pardisoinit(pt_.data(); &kMtype; iparm_.data());
accelerate_call,SparseFactor,tycho_sqp/include/tycho_sqp/kkt_system_accelerate.h,21,// API (SparseFactor / SparseSolve / SparseCreateSubfactor); presenting the
accelerate_call,SparseFactorizationLDLTTPP,tycho_sqp/include/tycho_sqp/kkt_system_accelerate.h,35,//  - the factorization kind is SparseFactorizationLDLTTPP explicitly; not the
accelerate_call,SparseFactorizationLDLT,tycho_sqp/include/tycho_sqp/kkt_system_accelerate.h,36,//    SparseFactorizationLDLT alias: SparseGetInertia is documented as
accelerate_call,SparseFactor,tycho_sqp/include/tycho_sqp/kkt_system_accelerate.h,56,// Symbolic analysis (Accelerate symbolic SparseFactor). Stores a hash of
