family,n,arm,step,p,label,status,start_level,major_iters,qp_minor_iters,factorizations,factorizations_saved,full_step_majors,watchdog_restores,soc_steps,soc_applied,border_refine_steps,eqp_refine_steps,wall_seconds,peak_rss_mib
F3,1000,warm,0,0.25,warm_0,Optimal,Cold,8,23,8,0,0,0,0,0,23,0,0.019137522,12.504
F3,1000,warm,1,0.34999999999999998,warm_1,Optimal,Warm,7,20,6,0,7,0,0,0,20,0,0.013342398,12.504
F3,1000,warm,2,0.45000000000000001,warm_2,Optimal,Warm,7,20,6,0,7,0,0,0,20,0,0.013187819,12.504
F3,1000,warm,3,0.55000000000000004,warm_3,Optimal,Warm,6,18,5,0,6,0,0,0,18,0,0.011684886,12.504
F3,1000,warm,4,0.65000000000000002,warm_4,Optimal,Warm,1,2,0,0,1,0,0,0,2,0,0.001109255,12.504
F3,1000,warm,5,0.75,warm_5,Optimal,Warm,1,1,0,0,1,0,0,0,1,0,0.000647607,12.504
