# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 7K of event 'instructions:u'
# Event count (approx.): 14546000000
#
# Overhead  Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  IPC   [IPC Coverage]
# ........  ......................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................  ....................
#
     0.04%  [.] hven::solvers::ClassicMeritAcceptance::ls_auglang(double, double, double, double, hven::solvers::KKTVector&, hven::solvers::KKTVector&, hven::solvers::KKTVector&, hven::solvers::KKTVector&, hven::solvers::KKTVector&, hven::solvers::IterateInfo&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.04%  [.] hven::solvers::SolverIndexingData::set_v_index(Eigen::Matrix<int, -1, -1, 0, -1, -1> const&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -      -            
     0.04%  [.] hven::solvers::test_support::F7CollocationChain::eval_ci(Eigen::Matrix<double, -1, 1, 0, -1, 1> const&) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.04%  [.] hven::solvers::test_support::F7CollocationChain::rebuild_data()                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.04%  [.] mkl_blas_def_xdgemv_kernel_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -      -            
     0.04%  [.] mkl_blas_def_xdindex_kernel                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         -      -            
     0.04%  [.] mkl_blas_def_xdsyr                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.04%  [.] mkl_blas_dgemv                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.04%  [.] mkl_pds_lp64_fntz_pardiso                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           -      -            
     0.04%  [.] mkl_pds_lp64_ldindx_pardiso                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         -      -            
     0.04%  [.] mkl_pds_lp64_metis_pqueueupdate                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.04%  [.] mkl_pds_lp64_psol_bwscat_pardiso_mic                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.04%  [.] mkl_pds_lp64_psol_bwscat_pardiso_mic.DIR.OMP.PARALLEL.6                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.04%  [.] mkl_pds_lp64_sagg_mps_sym_pardiso                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.04%  [.] mkl_serv_cpuiszen                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.04%  [k] 0xffffffff89e01d30                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.04%  [k] 0xffffffff8a5dcc67                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.03%  [.] MKL_PROGRESS_                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.03%  [.] __log_finite@plt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.03%  [.] __memmove_avx_unaligned_erms                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -      -            
     0.03%  [.] hven::solvers::(anonymous namespace)::record_coordinates(Eigen::SparseMatrix<double, 1, int> const&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.03%  [.] hven::solvers::InteriorPointSolver::build_polish_extension(Eigen::Matrix<double, -1, 1, 0, -1, 1> const&, hven::solvers::WarmExtension&) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.03%  [.] hven::solvers::InteriorPointSolver::push_initial_point_interior(Eigen::Ref<Eigen::Matrix<double, -1, 1, 0, -1, 1>, 0, Eigen::InnerStride<1> >, double)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     0.03%  [.] hven::solvers::NLPAdapterCore::NLPAdapterCore(std::shared_ptr<hven::solvers::NlpModel>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.03%  [.] hven::solvers::NlpProblemModel::build_row_tables(Eigen::Ref<Eigen::Matrix<double, -1, 1, 0, -1, 1> const, 0, Eigen::InnerStride<1> > const&, Eigen::Ref<Eigen::Matrix<double, -1, 1, 0, -1, 1> const, 0, Eigen::InnerStride<1> > const&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.03%  [.] hven::solvers::NlpProblemModel::eval_ce_in_place(Eigen::Matrix<double, -1, 1, 0, -1, 1> const&, Eigen::Matrix<double, -1, 1, 0, -1, 1>&) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.03%  [.] hven::solvers::NlpProblemModel::eval_jac_i_in_place(Eigen::Matrix<double, -1, 1, 0, -1, 1> const&, Eigen::SparseMatrix<double, 1, int>&) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.03%  [.] hven::solvers::materialized_bound_digest(hven::solvers::AggregateDeclaration const&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.03%  [.] malloc                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     0.03%  [.] mkl_blas_lp64_idamax                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.03%  [.] mkl_pds_lp64_getEmptyDiagElementsSymm                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.03%  [.] mkl_pds_lp64_lnnt_pardiso                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           -      -            
     0.03%  [.] mkl_pds_lp64_metis_coarsen2way                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.03%  [.] mkl_pds_lp64_metis_creategraph                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
     0.03%  [.] mkl_pds_lp64_metis_nodend_vbsr_pardiso                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              -      -            
     0.03%  [.] mkl_pds_lp64_metis_pqueuedelete                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.03%  [.] mkl_pds_lp64_metis_pqueueupdateup                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.03%  [.] mkl_pds_lp64_sagg_bitvec_set                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        -      -            
     0.03%  [.] mkl_pds_lp64_sagg_perm_invert                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.03%  [.] mkl_pds_lp64_sagg_permcycle_new_from                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.03%  [k] 0xffffffff89e01d22                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.03%  [k] 0xffffffff8a1ad881                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.03%  [k] 0xffffffff8a5a0f73                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.03%  [k] 0xffffffff8a5a12e2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.03%  [k] 0xffffffff8a5a2737                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.03%  [k] 0xffffffff8a5a2744                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.03%  [k] 0xffffffff8a5a2a92                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.03%  [k] 0xffffffff8a5d97ad                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.03%  [k] 0xffffffff8a65db50                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.01%  [.] Eigen::PlainObjectBase<Eigen::Matrix<double, -1, 1, 0, -1, 1> >::resize(long)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       -      -            
     0.01%  [.] L_m15gas_1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.01%  [.] cfree@GLIBC_2.2.5                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.01%  [.] dlsym@@GLIBC_2.34                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.01%  [.] hven::solvers::AggregateDeclaration::materialize_variable_bounds() const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            -      -            
     0.01%  [.] hven::solvers::ClassicMeritAcceptance::compute_penalties(hven::solvers::KKTVector&, hven::solvers::KKTVector&) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                -      -            
     0.01%  [.] hven::solvers::InteriorPointSolver::barrier_hessian(Eigen::SparseMatrix<double, 1, int>&, Eigen::Ref<Eigen::Matrix<double, -1, 1, 0, -1, 1>, 0, Eigen::InnerStride<1> >, Eigen::Ref<Eigen::Matrix<double, -1, 1, 0, -1, 1>, 0, Eigen::InnerStride<1> >, double)                                                                                                                                                                                                                                                                                                                                                                                                                                                                     -      -            
     0.01%  [.] hven::solvers::KktLocationTable::KktLocationTable(int const*, int, int const*, int, std::vector<std::mutex, std::allocator<std::mutex> >*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          -      -            
     0.01%  [.] hven::solvers::NLPObjectivePiece::objective_gradient(double, Eigen::Ref<Eigen::Matrix<double, -1, 1, 0, -1, 1> const, 0, Eigen::InnerStride<1> > const&, double&, Eigen::Ref<Eigen::Matrix<double, -1, 1, 0, -1, 1>, 0, Eigen::InnerStride<1> >, hven::solvers::SolverIndexingData const&) const                                                                                                                                                                                                                                                                                                                                                                                                                                    -      -            
     0.01%  [.] hven::solvers::NLPRowClassification::classify(Eigen::Ref<Eigen::Matrix<double, -1, 1, 0, -1, 1> const, 0, Eigen::InnerStride<1> > const&, Eigen::Ref<Eigen::Matrix<double, -1, 1, 0, -1, 1> const, 0, Eigen::InnerStride<1> > const&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.01%  [.] hven::solvers::NlpProblemModel::build_hessian_pattern()                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.01%  [.] hven::solvers::NlpProblemModel::eval_ci_in_place(Eigen::Matrix<double, -1, 1, 0, -1, 1> const&, Eigen::Matrix<double, -1, 1, 0, -1, 1>&) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      -      -            
